message,epi
"Information aus dem Fall, die wir noch nicht betrachtet haben, ist  dass die Eltern eine wichtige Schlüsselposition übernehmen und das Kind negativ beeinflussen schwächen sie seine >Selbstattributation",1
 entstandene Selbstattribution wieder herzustellen bis er irgendwann selbst über seine Fähigkeiten bewusst wird.,0
1.Hypothese zum Fall:,0
"Hallo, willkommen in der Chatumgebung. Seid ihr beide da?",0
"Meiner Meinung nach liegt hier das größte Problem darin, dass er und seine Eltern das Problem nur auf fehlendes Talent beziehen, sprich stabil intrinsisch.",1
andere Einstellung der Eltern kann helfen,1
1. Lehrerin ist external ,0
"damit sie ihrem sohn ebenfalls vermitteln, dass es eine sache der anstrengung ist und nicht des könnens",0
Belege und Begründungen:,0
"Du hast gerade geschrieben, dass eine Schwierigkeit die Einstellung der Person bzgl. Mathe ein Problem ist und auch die Bestätigung der Eltern, dass jeder in der Familie damit Probleme hat. Da stimme ich dir zu",0
"Aber was, wenn er wirklich einfach nur keine Begabung hat?",0
"Ja, wie bewertest du die Aussage und Bezeichnung als 'Schrecken der Mathematiklehrer'?",0
"Die Hauptperson hat Probleme mit dem Fach Mathe und wird durch seine Mathelehrerin sowie den Eltern negativ attributiert. Er selbst sagt aus das ihm Mathe nicht liegt und daraus ist eine Lernbereitschaft nicht zu erkennen. Das neue Schuljahr wird für Ihn eine Herausforderung, da er das Alte grade so geschafft hat und Mathe immer noch eine Schwierigkeit für Ihn bereitet.",1
"Hhmmm, gut.",0
- Lehrerin: variable Ursache (Anstrengung),0
" Aber dadurch, dass seine Eltern sagen, dass die ganze Familie schlecht ist und schlecht war und sowieso noch nie was in Mathe konnte",1
Relativierungen des Arguments:,0
"Zusammenfassend haben wir also festgestellt, dass Michaels Probleme in seinen Mathematikleistungen bestehen, die im letzten Schuljahr seine Versetzung gefährdeten. Seine Eltern attribuierten dies auf internal-stabile Faktoren (Begabung), während die Lehrerin es internal-variabel (Anstrengung) attribuiert (52).",1
"und stabil ist es bestimmt, da er bei den nächsten Prüfungen bestimmt nicht motivierter ist. All das geht aber von der Fremdattribution aus.",0
Sie haben ihm nie was zugetraut und er wurde dadurch unmotiviert.,1
"Ja, finde ich genauso. Wenn wir uns nun fragen, welche Schwierigkeit der Schüler hat, dann würde ich vorschlagen, dass er zu sehr auf Fremdattribution zurückgreift und dieser folgt bzw. diese seine Attribution bestimmt",1
die seine Noten auf mangelnde Begabung,1
"Bin ich auch der Meinung,",0
"Du hast gerade geschrieben, dass die Eltern Michel nicht motivieren. Ich denke, dass sie ihn auch eher runterziehen, da sie sich als schlechtes Beispiel vorgeben",1
"Dies wird dann auch noch unterstützt von seinen Eltern, die das offensichtlich für genetisch definiert halten, dass die Peters kein Mathe können.",1
da kann ich mich nur anschließen!,0
"Er ist dadurch, dass er glaubt, er sei wie seine Eltern nicht begabt(neg.",1
 was zu einer Frustration des schülers führt und seine ,0
"Welche Schwierigkeit hat die Hauptperson in der beschriebenen Situation? Person ist schlecht in Mathe. Die Eltern meinen, liegt im Blut, die Lehrerin meint, er wäre faul...ich hab mal internal stabile Attribution gedacht, aber die ist eigentlich von den Eltern fossiert....was dazu führt, dass der Schüler nicht selbst evaluieren kann, warum er ""schlecht"" in Mathe ist und genau das das hauptproblem ist....was meinst du?",1
"auch wenn man in mathe eine absolute niete ist,kann man es schaffen",0
wie du möchtest.,0
"Okay, dann schicke ich den Text nochmal als finale Lösung hier rein",0
"okay super, dann können wir dies gern übernehmen.",0
  Eltern:,1
"Information aus dem Fall, die wir noch nicht betrachtet haben, ist, dass andere Bezugspersonen seine schlechten Leistungen nicht auf Anstrengung beziehen, wie die Lehrerin es tut, sondern auf fehlende Begabung. Somit könnte seine Selbstattribuierung zum Teil aus der Fremdattribuierung seiner Eltern zu resultieren.",1
"Hallo, ja.",0
nein da war sonst keine Nachicht,0
"Er könnte was ändern, wenn er jetzt anfängt zu lernen. ",0
internal/,1
Die Eltern von Michael Peters führen Schlechte Mathematikleistungen inder Familie auf mangelnde Begabung zurück.,1
stabile attribution- ,1
"sind natürlich nicht gerade motivierend für ihn, indem sie ihn noch bestärken, ",1
 stabile,0
"Wie du möchtest, ich kann es aber gerne übernehmen. Leider aber kann ich im Chat nicht hochscrollen, um unsere arbeiteten Dinge zu lesen. Ist das bei dir auch so?",0
"Er glaubt so nämlich nicht daran, dass sich nochmal etwas an seinen Noten ändern wird. ",0
Die Eltern unterstützen die Ansicht ihres Sohns und grinsen und sehen das Ganze allgemein nicht so ernst.,1
und da die Eltern dies auch noch unterstützen wird der gedanke noch mehr geprägt.,1
(Fremdattributionen),1
 Wenn die Eltern sich mehr dafür interessieren würden und ihm mehr helfen würden und die Lehrerin nicht so negativ über ihn reden würde hätte Michael bestimmt eine höhere Motivation,0
"Ja, sie sagt es ihm beim ersten Gespräch. Dann kommen seine Eltern, die führen es auf die mangelnde Mathematikbegabung in der Familie zurück. Damit da s aber für Michael nicht zur Ausrede für mangelnde Anstrengung beim Lernen wird, steuert die Lehrerin dagegen (das ist ganz unabhängig davon, was zutrifft).",1
"okay super, dann können wir dies gern übernehmen.",0
"Für euch zur Info: In den Reitern über dem Chat findet ihr den Fall, die Aufgabenbeschreibung und die Attributionstheorie. Im Chat scrollen könnt ihr, indem ihr die linke Maustaste im Chat gedrückt haltet und die Maus dann in dem Chatfenster nach oben oder unten bewegt. Eine weitere Möglichkeit zum Scrollen ist, das Touchpad am Laptop mit zwei Fingern zu bedienen, wenn diese Funktion aktiviert ist. Falls ihr Fragen habt, könnt ihr sie jederzeit stellen.",0
"Ja denke auch, dass Michael nun in einen Konflikt gerät, da ihm beide Authoritäten unterschiedliche Fremdattributionen liefern",1
"Also: eine Fremdattribution, ",1
"Ja, sie sagt es ihm beim ersten Gespräch. Dann kommen seine Eltern, die führen es auf die mangelnde Mathematikbegabung in der Familie zurück. Damit da s aber für Michael nicht zur Ausrede für mangelnde Anstrengung beim Lernen wird, steuert die Lehrerin dagegen (das ist ganz unabhängig davon, was zutrifft).",1
Ein Nachhilfelehrer suggeriert dem Jungen jedoch gleich von vornherein eine Unbegabtheit.,0
"Okay, wie sieht es mit seinen Eltern aus? Die Mutter sagt, sie seien alle keine Leuchten, der Vater, dass die Peters schon immer Schrecken der Mathelehrer waren- das heißt sie bestätigt Michael in seiner Selbstattribution?",1
"ein Erfolgserlebnis durch eigene Anstrengung motiviert den Schüler und zeigt ihm, dass er mehr Begabung hat als er dachte",0
"Da stimme ich dir voll und ganz zu! Sein Vater möchte ihn mit der Entschuldigung, dass er auch nicht gut war, ""trösten"" und dadurch ihm die Angst vorm Versagen nehmen möchte und ihn nicht blöd oder gar dumm darstellen möchte. Einserseits ist das, wie du sagst Fremdattribtion, ""es liegt in der Familie"" - also internal unstabil (?) - und andererseits liegt die Schwierigkeit auch an der Lehrerin, da sie ihm die Motivation weg nimmt, in dem sie sagt, er würde sich wohl kaum verbessern können.",1
"Du hast gerade geschrieben, dass",0
"Der Fall ist für mich eindeutig Fremdattribution.Die Eltern geben ihm das Gefühl,dass er für Mathe unbegabt ist",1
Belege und Begründungen:,0
siehe Fremdattribution des Vaters,1
Achso und hallo auch von mir.,0
"Du hast gerade etwas gesagt, dem ich (nicht) zustimme, und zwar, dass die Attribuierung der Eltern die Selbstattribuierung des Schülers bestärkt. Ich denke die Fremdattribution der Lehrerin ist in Ordnung, da sie darauf aufmerksam macht, dass Anstrengung notwendig ist um Mathe zu bestehen, aber nicht besonders hilfreich, die Attribution der Eltern (der mangelnden Begabung für Mathe) zu widerlegen.",1
Belege und Begründungen:,0
"da es keinen Grund sieht,sich beim Lernen anzustrengen.",0
Belege und Begründungen:,0
"Seine Eltern begründen ihre ""Unfähigkeit"" in Mathe mit erblicher Veranlagung. ",1
"Er ist dadurch, dass er glaubt, er sei wie seine Eltern nicht begabt(neg.",1
"Ich finde, dass seine Eltern hier ein viel größeres Problem darstellen. Dadurch, dass sie sagen, dass es in der Familie liegt, dass er in Mathe Probleme hat, fängt Michael zu glauben, dass es sowieso nichts bringt. Er hört dann auch noch von einer seiner Bezugspersonen (sein Vater) viel geschummelt hat. Das kann ihn dazu bringen, dass er das auch macht.",1
"Du hast gerade geschrieben, dass der Schüler wird durch Fremdattribution beeinflusst. Ich stimme voll zu.",1
"Ja, es sind trotzdem die Eltern gemeint. Fremdattribution meint in dem Fall nur, dass nicht die Hauptperson selbst die Situation attribuiert (Selbstattribution, Zeile 59), sondern, dass dies durch andere Personen geschieht (Fremdattribution, ab Zeile 60)",1
"und ich finde, dass er durch die Fremdattributionen seiner Eltern zu der Einsicht kommt, dass er einfach unbegabt ist, was eine internal stabile Attribution ist, was ja schlecht ist (zeile 56-58)",1
Das halte ich für logisch,0
die lockere Einstellung der Eltern zu den schlechten erzielten Mathemathischen Ergebnissen in der ganzen Familie können sich sowohl positiv als auch negativ auf das Selbstvertrauen Michaels auswirken,0
Willst du Aufgabe 1 oder 2? Danach können wir gegenseitig ergänzen,0
Mangelnde Begabung oder schwierigkeiten in einem Fach kann ein Grund,0
"Michael ist schlecht in Mathe. Er ist über seine eigenen Fähigkeiten verunsichrt. Seine Lehrerin attribuiert seine Lesitugn auf seine mangelnde Anstrengung. Seine eltern attribuieren seine Leistung auf die generelle familliäre unfähigkeit im Bereich mathematik. Um sich klarer zu werden, ob er das nächste Schuljahr schaffen kann, auf das er ""gespannt"" ist, trotz der aktuellen schlechten Leistungen in Mathe, geht er auf eine neutrale außenstehende Person, den Schulpsychologen, zu.",1
Mathe -Leistung als ,1
"Bevor wir anfangen, könnt ihr mir bestätigen, dass das Halbsätze-Tool bei euch richtig funktioniert? Bitte wählt dazu einen Halbsatz aus und postet ihn in den Chat.",0
1.Hypothese zum Fall:,0
 und wird durch die Fremdattribution,1
b) die eltern,1
Begabung,1
"!!! FERTIG,",0
 Der Michael wird durch die Aussagen seiner Eltern nicht gerade motiviert zum Weiterlernen: er ist ja sowieso nicht dazu fähig...,1
" zu. Aber eigentlich ist ja das Problem, dass er sich nicht genügend anstrengt(internal variable Attribution).",0
Ihr habt noch 10 Minuten Zeit bis zum Ende der Kollaborationsphase.,0
Selbstattribution von Michael ,0
Die Eltern von Michael Peters führen Schlechte Mathematikleistungen inder Familie auf mangelnde Begabung zurück.,1
"stabil, das läge in der Familie, da könne man halt nix machen.>>>sehr demotivierend für M.!!",1
 Fremdattributation,1
"Du hast gerade geschrieben, dass er den ernst der Lage nicht erkennt, dem Stimme ich nur teilweise zu. Ich denke dass das gespannt sein darauf beruht, ob er sich in Mathe verbessert oder nicht. Der Ernst der Lage wurde ihm denke ich mit den schlechten Noten bewusst.",0
"Dann würde er von selbst feststellen, dass es stimmt und dass er nicht nur zu dumm ist.",0
Ich würde erst einmal die Fremdattribution der Eltern analysieren,1
und dies bedeutet hier liegt eine fremdattribution vor,1
"Denn wenn ständig auf die fehlende Begabung gezeigt wird, ist die Motivation gleich null. ",1
"Michael wird nicht gefördert, er wird sogar demotiviert!",0
Danke,0
" Die Mutter führt die Leistung auf mangelnde Begabung in der Familie zurück,",1
Die Eltern machen eine Fremdattribution die stabil ist und die Lehrerin eine die variabel ist?,1
und zusätzlich noch Fremda. durch die Eltern,1
Belege und Begründungen:,0
"Eltern mit ihrer Art über Mathe zu reden, Michael nicht gerade helfen über seine mathebezügliche Lernblockade hinwegzukommen.",1
"Eine neue Idee zu diesem Fall ist, dass man hier eventuell ein Reattributionstraining einsetzten könnte um das Problem zu beheben",0
Hallo,0
stabile Ursachen zurückzuführen ist. ,1
"Ich stimme dir zu, dass es zwei Fremdattributionen gibt. Hinzukommt ja auch noch, dass Michael vermutlich von klein auf vorgelebt bekommen hat, dass seine Familie kein Mathe kann, ich denke auch, dass es fest in seinen Glaubenssätzen verankert ist",1
"Michael scheint seine Misserfolge in Mathe internal und stabil zu attribuieren. Er sieht seine Fähigkeiten in Mathe als Ursache für seine schlechten Leistungen. Diese Selbstattribution wird gestützt von der Fremdattribution seiner Eltern, die auch seine Fähigkeiten als Ursache sehen. Die Fremdattribution seiner Lehrerin sieht anders aus, sie attribuiert seine schlechten Leistungen internal und variabel, nämlich auf seine (fehlende) Anstrengung. Mit seiner bisherigen Selbstattribution wird Michael sich kaum aus seiner Situation lösen können, da er sie als gegeben und nicht veränderbar ansieht. Eine höhere Anstrengung seinerseits ist somit auch nicht zu erwarten. Das Attributionsmuster seiner Lehrerin würde ihm zugute kommen, da er dann überhaupt erst eine Möglichkeit sieht, etwas zu verändern. Dieses Muster sollte daher Michael selbst und zudem auch seinen Eltern nahegebracht werden, damit der Wandel in der Attribution nicht nur aus Michael selbst kommt, sondern auch von seinen Eltern unterstützt wird.",1
 variable Attribution,0
"Ein wichtiges Konzept, was man dabei beachten sollte, ist die Fremdattribution der Eltern. Wie können wir diese einschätzen?",1
Die Eltern als Fremdattributionen ,1
"Da Stimme ich ihnen zu! Ein wichtiges Konzept, was man dabei beachten sollte, ist auch die Reaktion der Eltern z.B. Frau Peters aussagen welche auch Internal-Variabel sind da diese nicht zwingend auf ihren Sohn zutreffen müssen.",1
Fremdattributionen seiner Eltern ausgesetzt wäre.,1
Hypothese zum Fall:,0
in diesem fall muss essich um eine internal,1
Fremdattributionen seiner Eltern ausgesetzt wäre.,1
"Seine Lehrerin beeinflusst ihn ebenfalls negativ. Statt ihn zu ermutigen, ""macht si ihm klar"", dass es großer Anstrengung bedarf, wenn er die Klasse schaffen wolle.",0
"Aber inwiefern die Lehrerin auf den Schüler einwirkt, wird in dem Text in meinen Augen nicht wirklich ersichtlich",0
" Dadurch könnte sie Michael zu einer besseren Selbstattribution führen und dadurch könnte sich seine Motivation, sich mehr mit Mathe auseinander zu setzen gefördert werden.",0
"!!! FERTIG,",0
MEINE VORSCHLÄGE FÜR EINE ÄNDERUNG DER ANALYSE:,0
 als auch die Fremdattribution sind hier ungünstig.,1
weil sie es auf die mangelnde begabung zurückführen,1
Hallo und herzlich Willkommen,0
Ihr habt noch 10 Minuten Zeit bis zum Ende der Kollaborationsphase.,0
Michael wird die 9. mit großer Anstrengung schaffen.,0
ok danke,0
Was fällt euch denn dazu ein?,0
"Selbstattributation der Familie Peters ist, sie hätten keine Begabung für Mathe",1
 und wir durch Fremdattribution der Eltern darin bestärkt.,1
"Michael hat Schwierigkeiten im Fach Mathe und führt dies auf seine fehlende Begabung zurück, indem er sagt, dass Mathe 'einfach nicht sein Fach sei'.",0
inernal,0
 stabile Attribution!,1
"Du hast gerade geschrieben, dass die Eltern Michel nicht motivieren. Ich denke, dass sie ihn auch eher runterziehen, da sie sich als schlechtes Beispiel vorgeben",1
Belege und Begründungen:,0
Fremattribution auch eine,1
 dass er sich    nicht nur ein bisschen mehr anstrengen müsste.),1
"was im Sohn leicht die Überzeugung wecken könnte: ""Da streng ich mich nicht an, hat eh keinen Sinn, ich schummle lieber und vertrau auf mein Glück"" (ungünstige Fremdattribution von Seiten des Vaters/ der Eltern).",1
Relativierungen des Arguments:,0
    stabile Att. 3.)vater michaels:lehrerin = external stabile Att.,1
ICH VERMUTE FOLGENDE ATTRIBUTION IN DIESEM FALL:,0
"Genau, denn wie du quasi gesagt hast sind seine Eltern ebenfalls der festen Überzeugung, dass die gesamte Familie kein Mathe kann. Dass heißt wir haben auch hier eine Fremdattribution, die internal stabil auf die nicht vorhandene Fähigkeit attribuiert.",1
FOLGENDE PUNKTE SIND UNGENAU DARGESTELLT:,0
weshalb ich persönlich es hier für durchaus sinnvoll halte durch ein Reattributionstraining die Motivation des Schülers zu steigern und mehr Interesse in dem M. so verhasstem Fach Mathe zu wecken. ,0
2. Eltern:,1
"Du hast gerade etwas gesagt, dem ich zustimme. Somit ist ein Ansetzungspunkt die Fremattribution der Eltern, da diese scheinbar großen Einfluss auf das Lernverhalten ihres Sohnes haben.",1
passt ja,0
" Damit sagt sie ihrem Sohn, dass er keine mathematische Begabung hat. Sie motiviert ihn nicht.",0
Die Analyse kann man so stehen lassen!,0
Die Eltern von Michael Peters führen Schlechte Mathematikleistungen inder Familie auf mangelnde Begabung zurück.,1
Schüler müssen lernen selbständig zu denken und sich selbst einzuschätzen. Alle vorgesagt zu bekommen ist nicht immer hilfreich.,0
"Dabei zeigt sich, dass das Verhalten der Eltern auf internal ",1
"sie wirkt sich auf die lehrerin aus,die somit voreigenommen ist.",0
"1. Die eltern sind ein negativer Fremdattributionsfaktor. -> reden Kind ein, dass Fähigkeiten stabil durch Gene sind 2. Lehrerin versucht zu vermitteln, dass Leistungen durch Anstrengungen erzielt werden. Vermittelt dies in einer nicht förderlichen Sprache -> ist somit auch eine negative Fremdattribution 3. Selbstwert von Michael geschwächt. -> kaum intrinsische Motivation vorhanden",1
Ja ich meinte mit Lösung halt das Endergebnis unserer Analyse :D,0
"Der Sohn wird hier in ein Raster gezwängt, aus dem er allein nur schwer rauskommt.",0
"Genau, die Anstrengung wäre ja einmal internal variabel und die Begabung internal stabil",1
"Du hast gerade geschrieben, dass sie durch eine andere formulierung eher bei ihm etwas auslösen könnte. das ist absolut möglich. in dem alter ist es schwer, die richtigen worte zu finden, aber ""auf die füße treten"" funktioniert eigentlich nie",0
- WIRD AUF EINE STABILE ODER EINE VARIABLE URSACHE ATTRIBUIERT?,0
"1. Die eltern sind ein negativer Fremdattributionsfaktor. -> reden Kind ein, dass Fähigkeiten stabil durch Gene sind 2. Lehrerin versucht zu vermitteln, dass Leistungen durch Anstrengungen erzielt werden. Vermittelt dies in einer nicht förderlichen Sprache -> ist somit auch eine negative Fremdattribution 3. Selbstwert von Michael geschwächt. -> kaum intrinsische Motivation vorhanden",1
und damit verbunden besserer Leistung führen.,0
Anstrengungen sind laut Klassifikationsschema variabel und somit änderbar.,0
"Die Person im Fallbeispiel attribuiert ihren Misserfolg internal stabil zeitlich, nämlich auf die mangelnde Begabung im Fach Mathe. Die Eltern verstärken diese Denkweise, da sie dem Kind zustimmen, sie seien auch nie Leuchten in Mathe gewesen. Die Eltern helfen demnach nicht, den Misserfolg zu bekämpfen. Es wäre sinnvoller, eine Nachhilfe zu organisieren. Die Lehrerin ist der Meinung, er begründet nur seine Faulheit, sie möchte ihn aber eher motivieren. Der Schüler könnte den Misserfolg auch mit der Aufgabenschwierigkeit begründen und so aus der internal stabilen Attribution rauskommen.",1
 Der Michael wird durch die Aussagen seiner Eltern nicht gerade motiviert zum Weiterlernen: er ist ja sowieso nicht dazu fähig...,1
stabile fremdatribution aus.,1
"seinen Eltern ein Reattributionstraining gut tun, da er sich selbst so schlecht einschätzt und sich dadurch die Lernmotivation nur noch mehr verschlechtert.",0
Relativierungen des Arguments:,0
2. Eltern schieben alles auf die gene,1
"da die Eltern den Sohn bekräftigen, indem sie ihm bestätigen, dass er unbegabt ist. ",1
Mit diesem Gedanken gehe ich mit,0
stabile Ursachen zurückzuführen ist. ,1
"Wenn die Eltern mehr druck machen und seine schwäche nicht einfach als determiniert sehen würden, sondern auch andere Gründe dafür einsehen würden, könnte Peter sich verbessern",1
"Aha, das finde ich einen super Vorschlag, den würde ich ergänzen, und zwar dass man ihm auch die Gründe gibt, warm er sich nicht beeinflussen lassen soll. Man könnte ihn ganz konkret darüber aufklären, wie sich Fremdattribution die internal und stabil ist auf jemanden auswirken und welche Vorteile es hat, eine internal variable Attribution zu haben.",1
(internal ,1
"Ein wichtiges Konzept, was man dabei beachten sollte, ist die Fremdattribution der Eltern. Wie können wir diese einschätzen?",1
"Aber hauptsächlich von außen, die Eltern geben viele Ursachen an, ",1
"stabile Attribution) zurückführen, nicht so sehr beeinflussen.",1
"Wenn alles klar ist, dann könnt ihr jetzt mit dem Lesen des Falls und danach mit eurer Diskussion beginnen. Bitte verwendet dabei nach Möglichkeit das Halbsätze-Tool. Ihr habt 30 Minuten Zeit.",0
MIT DER ATTRIBUTIONSTHEORIE ERKLÄRBARE FALLINFORMATIONEN:,0
"Und es wird nur internal stabil begründet, was es so aussehen lässt als sein an der Situation nichts zu ändern",1
"Für euch zur Info: In den Reitern über dem Chat findet ihr den Fall, die Aufgabenbeschreibung und die Attributionstheorie. Falls ihr Fragen habt, könnt ihr sie jederzeit stellen.",0
"Du hast gerade etwas gesagt, dem ich  zustimme, und zwar dass er zu sehr der Fremdattribution folgt, somit müsste man ihn diesbezüglich sensibilisieren",1
"denkst du, dass er glaubt seine Leistungen in Mathematik zu verbessern? ich würde eher sagen nein, da er ja meint ""ich bin wirklich gespannt auf das neue schuljahr""",0
oki also er ist schlecht in Mathe und bekommt mehrere fremdzuschreibungen also zu wenig anstrengung von der Lehrerin was beeinflussbar wäre und sein Vater sagt er ist einfach schlecht also wird ihm hier eine fähigkeit oder bessergesagt unfähigkeit zugeschrieben die ihn negativ beeinflusst,1
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar dass er durch die Bemerkungen seiner Eltern darin bestärkt wird, nicht gut in Mathe zu sein",1
2. Eltern:,1
"Ist es nicht vielmehr ein extern-negativer Einfluss,also ein Fremdattribution?",0
internal ,0
hiermit üben sie auf peter eine internal ,1
"Du hast gerade geschrieben, dass sie denken sie seinen nicht begabt. Denkst du es gibt noch Gründe?",1
"Du hast gerade etwas gesagt, dem ich (nicht) zustimme, und zwar habe ich das anders gemeint: seine Eltern fremdattribuieren bei ihm den Misserfolg in Matze auf mangelnde Begabung.",1
