message,epi
 variable attribution)zurück.,1
stabile a.,0
variable Attribution der Lehrerin,1
stabil,0
- Dass er auf einem Schulfest trinkt.,0
Michaels Misserfolge ,0
"Bevor wir anfangen, könnt ihr mir bestätigen, dass das Halbsätze-Tool bei euch richtig funktioniert? Bitte wählt dazu einen Halbsatz aus und postet ihn in den Chat.",0
Misserfolg im Matheunterricht.,0
1.Hypothese zum Fall:,0
"sie schreibt den Misserfolg ausschließlich ihm zu, also internal stabil",1
Michaels lererin führt seine schlechte Leistung auf internale Variablen zurück. Genau gesagt auf fehlende Anstrengung.,1
Ihr habt noch 10 Minuten Zeit bis zum Ende der Kollaborationsphase. Bitte kommt nun zusammen zu einer Erklärung und schreibt die gemeinsame Analyse am Ende in den Chat.,0
variabel-->Lehrerin,1
"4. Die Lehrerin geht eher von einer external, variablen Attribution, nämlich der Faulheit aus, welche der Junge jedoch nicht einsieht sondern sich lieber auf die internal stabile Attribution bezieht um das Problem nicht zu seinem eigenen zu machen",1
"Es wäre am hilfreichsten, wenn dieser keiner seiner Lehrer wäre und nicht über seine Noten wüßte.",0
"Du hast gerade geschrieben, dass Frau Weber seinen Misserfolg internal variabel attribuiert. Das sehe ich auch so, aber in diesem Fall der Fremdattribution ist diese Aussage meiner Meinung nach allerdings nicht förderlich, da man ja nicht weiß, wie viel Mühe sich Michael tatsächlich gibt. Vielleicht ist diese Aussage demotivierend für ihn, da er sich schon so anstrengt, um gute Noten zu bekommen.",1
"Also könnte man sagen das einerseits die Eltern die Selbstattribution des Schülers negativ beeinflussen, indem sie seinen Misserfolg auf die allgemeinen schlechten Mathekenntnisse der Familie zurückführen und somit eben auf eine internale/stabile ""Eigenschaft"". Dies vermittelt dem Schüler eine Sinnlosigkeit in seinem Handeln beziehungsweise in dem Versuch, etwas an der Situation zu ändern. Bezüglich der Lehrkraft bin ich eben der Meinung das trotz der eher strengen Wortwahl, diese versucht dem Schüler aufzuzeigen, dass dieser etwas an seinem Handeln ändern kann",1
Man könnte also unseren Fall schließlich mit dem Bsp aus 81-84 vergleichen bzw gleich setzen?,0
stabile gründe zurück,0
 oder fällt euch noch irgenwas anderes zu einem der fälle ein?,0
(internal ,1
"Mir scheint, dass sie die Leistung von michael eher auf seine Anstrengung zurückführt.",1
Schüler die zwar den Willen haben etwas zu lernen sich aber mehr auf andere verlassen als sich hinzusetzen und zu lernen werden nicht viel erreichen ,0
Belege und Begründungen:,0
variable Attribution der Lehrerin,1
Alles klar,0
okay jetzt :),0
variabel).,1
Ja,0
ja,0
Hallo zusammen!,0
"Also ich würde sagen, daß beide nicht zur Reattribution beitragen.",0
variabel).,1
durch eine positive fremdattribution durch die lehrerin ,1
stimmt!,0
 zielt auf den internal,1
"Ja das stimmt, dass seine eigenen Attributionen sich nicht wirklich aus dem Text erschließen lassen, dennoch würde ich behaupten, dass er sich durch die Lehrperson, aber auch durch seine Eltern (negativ) beeinflussen lässt - somit wäre es dann die Begabung und evlt die Faulheit/ Motivation.",1
"Information aus dem Fall, die wir noch nicht betrachtet haben, ist zudem, dass die Lehrerin internal variabel die Faulheit in den Vordergrund stellt, statt die Variable Anstrengung, d. h. die Lehrerin müsste reattribuiert werden in der Auffassung",1
Sehr schön,0
Michael ist beeinflusst durch seine nur knappe Versetzung ,0
"Zu der Frage, ob die Person denkt die Schwierigkeiten in Mathe bewältigen zu können würde ich sagen, dass er nicht glaubt das nächste Schuljahr zu schaffen, da er davon überzeugt ist, in Mathe unbegabt zu sein (Internale und stabile Atrribution).",0
"c)Michael muss wissen,dass seine negative Einstellung",0
"variable Ursachen, so dass er durch größere Anstrengungen bessere Leistungen erzielen wird.",1
"Er sagt selbst er sei schlecht in Mathe und seine Lehrerin sagt ihm ja auch, dass er sich ziemlich anstrengen müsse um die Klasse zu schaffen. Zählt das dann zu Fremdattributierung?",1
"und es kommt auch auf die Eltern an, diese müssen von Schulbeginn an ein Auge auf ihre Kinder haben, dass diese eben in der Mathematik keine Lücken erfahren. Denn dadurch fällt einem diese natürlich immer schwerer.",0
" Mathematik ist ein sehr wichtiges Fach, das der Schüler auf alle Fälle für die Zukunft benötigt,",0
Belege und Begründungen:,0
"Du hast gerade geschrieben, dass der schüöer die siotuation bewältigen kann, da stimme ich dir zu, diese frage ahben wir noch nciht beantwrotet: meine antwort wäre, nein, da er von beiden Seiten suggeriert bekommt, dass er die situaiton nciht bewältigen könne, was meinst du?",0
variable Fremdattribution),1
negative Fremdattribution und ,0
"Dagegen ist das Verhalten der Lehrkraft positiver zu bewerten , ",1
Bitte kommt nun zusammen zu einer Erklärung und schreibt die gemeinsame Analyse am Ende in den Chat.,0
 und ihre Auswirkungen auf Michael,1
"Das sehe ich genauso. Und hinzu kommen noch die Fremdattributionen der Lehrerin und der Eltern, die für sein Selbstkonzept in Mathe auch nicht förderlich sind.",1
für die eltern empfiehlt sich ein reattributionstraining.,0
"Lediglich die Mathe-Lehrerin zeigt einen anderen Motivationsansatz, indem sie versucht die Erklärungsversuche Michael Peters als Ausrede aufzudecken und ihn anregt sich mehr anzustrengen.",0
"Du hast gerade geschrieben, dass die Lehrerin sagte es wäre eine Ausrede von Michael. Sie schreibt ihm außerdem zu, dass er faul ist (Fremdattribution).",1
"Wenn man sich wirklich anstrengt und viel lernt, dann kann man in jedem Fach positive Leistungen erzielen.",0
"variable Ursachen, so dass er durch größere Anstrengungen bessere Leistungen erzielen wird.",1
Belege und Begründungen:,0
"Ich bin immer noch beim Überlegen, ob das die internal stabile Attribution ist - ich bin nicht davon überzeugt, dass er nicht gut ist. ",0
die mutter hat falsch reagiert,0
"Grundlegende Schwierigkeit des Schülers ist die mangelnde Leistung im Fach Mathematik und der Unwissenheit, wie er damit umzugehen hat. Einfluss auf die Situation nehmen einerseits die Eltern welche das ganze als mehr oder weniger angeborene Eigenschaft abtun und dieses somit auf eine internal/stabile Ebene beziehen. Hiermit vermitteln sie dem Schüler ein Bild der Ausweglosigkeit und der daraus resultierend Unveränderbarkeit in seiner Situation. Andererseits vertritt die Lehrkraft eher die Ansicht, dass diese Schwierigkeit eher internal/variabel ist und eröffnet dem Schüler somit die Ansicht, dass er durchaus etwas an seinem Verhalten ändern kann. Bei letzterem Schritt lässt sich allerdings diskutieren, inwiefern die Vorgehensweise der Lehrkraft optimal gewählt ist.",1
"Ein wichtiges Konzept, was man dabei beachten sollte, ist, dass die Lehrerin als Schlüsselpersonen hier agieren sollte und ihrem Schüler eine günstige Attribution geben sollte (wie sie bereits oben genannt wurde), damit dieser sich eine günstige statt seiner aktuell eher ungünstigen Selbstattribution angewöhnt",1
 Die Lehrerin versucht durch Fremdattribution,1
"Jetzt direkt finde ich keine externale Attribution in dem Beispiel. Man könnte zwar davon ausgehen, dass die Aufgabenstellung in der Arbeit zu schwer gestellt wurde und es sich somit um eine external variable Attribution handeln würde. Und der Schüler das dann nur auf sich bezieht. Jedoch ist der Misserfolg ja scheinbar nicht nur einmal aufgetreten und das wäre dann nur eine Späkulation",0
Belege und Begründungen:,0
"Sehe ich auch so. Und auch bei 'Intelligenz' stellt sich die Frage, ob sie 'stabil' ist und welche der vielen Definitionen man eigentlich annehmen möchte. Ich glaube wir sollten uns allerdings nochmal mehr auf die beiden Ausgangsfragen fokussieren. Hast du noch Ergänzungen?",0
"Die Lehrerin versucht zwar ihn von der stabilen internalen Lokalität auf die variable internale Lokalität zu bekommen, aber es ist schwierig, da Michael seit 10 Jahren glaubt, kein Mathe zu können.",1
Seine Lehrerin versucht ihm dies bereits zu vermitteln. ,0
Relativierungen des Arguments:,0
"wenig Motivation,Interesse und Leistung.",0
das ist eine internale ,1
oki also er ist schlecht in Mathe und bekommt mehrere fremdzuschreibungen also zu wenig anstrengung von der Lehrerin was beeinflussbar wäre und sein Vater sagt er ist einfach schlecht also wird ihm hier eine fähigkeit oder bessergesagt unfähigkeit zugeschrieben die ihn negativ beeinflusst,1
Auch die Lehrerin sollte ihn mehr unterstützen und nicht demotivieren.,0
sie führt es auf die faulheit,1
"Information aus dem Fall, die wir noch nicht betrachtet haben, ist",0
 also ein Beispiel für internal ,1
"Michael hat das grundlegende Problem, dass er negative Erfahrungen mit Mathematikleistungen gemacht hat und keine Möglichkeit sieht, diese Situation zu verbessern. Er selbst begründet die Ursachen für diese Misserfolge nicht erkennbar. Seine Eltern führen die Leistung auf die fehlende Begabung, also ein internal stabiles Muster zurück, welches Michael für plausibel hält. Durch die Verinnerlichung dieses Attributionsmuster entstehen negative Effekte auf Michaels Leistung und Motivation im Fach Mathematik. Die Lehrperson ermöglicht durch ihre internal variablen Attributionen (Anstrengung) zwar eine Verbesserung, gibt jedoch nicht ausreichend Hilfestellung und Vertrauen an Michael weiter. Somit wird sich die Situation von Michael in Mathematik ohne eigene, sinnvolle Attributionen kaum verbessern.",1
" eigene mangelnde Begabung zurückgeführt,",0
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar, dass sie Lehrerin pädagogisch auch nicht sinnvoll handelt. Sie legt dem Schüler zwar nahe, sich mehr anzustrengen, sagt ihm jedoch gleichzeitig, dass es in ihren Augen für ihn schwierig wird im Fach Mathematik zu bestehen.",0
lehrerin sollte versuchen durch eine günstigere fremdattribution ihren schüler zu motivieren,1
Fremdattribution entseht durch die familie (stabil externale attribution) und durch die lehrerin (variabel externale attribution),1
Stimmt! Faulheit ist auch internal. Finden wir noch eine externale Attribution im Beispiel?,1
"Doch, das Verhalten der Lehrerin ist positiv zu bewerten, ",1
"Ein wichtiges Konzept, was man dabei beachten sollte, ist, dass die Lehrerin als Schlüsselpersonen hier agieren sollte und ihrem Schüler eine günstige Attribution geben sollte (wie sie bereits oben genannt wurde), damit dieser sich eine günstige statt seiner aktuell eher ungünstigen Selbstattribution angewöhnt",1
(internal ,1
"Mein erster Gedanke ist, dass die Lehrerin die schlechte Matheleistung im Unterricht auf die Anstrengung vom Schüler schiebt",1
(internal ,1
1.Hypothese zum Fall:,0
Er hat natürlich auch eine Selbstatribution,0
" Bis jetzt ist die Lehrerin die einzige, die eine kritische Sicht gegenüber Michaels Haltung äußert.",1
"Du hast gerade etwas gesagt, dem ich  teilweise zustimme. Die Lehrerin hat einerseits eine positive Wirkung auf den S, da sie variable internale Attribution an den Schüler bringt. Anderseits sagt sie auch, dass sie die ausrede nicht schlecht finde, was kontraproduktiv ist, da diese Ausrede eben auf die Begabung zurückzuführen ist.",1
Die Analyse kann man so stehen lassen!,0
"aber die Geschichte mit der Reattrib. ist richtig, stimm ich Dir zu!",0
laut attributionstheorie ist es  ungünstig,0
"Dein Einwand ist vollkommen richtig , ",0
Michael beeinflusst sich selber durch die Annahme er wäre unbegabt,0
Belege und Begründungen:,0
gut,0
richtig,0
"Du hast gerade geschrieben, dass die Lehrerin auch eine Rolle dabei spielt und dass sie die Faulheit betont bzw. sie sagt, dass der S sich mehr anstrengen müsse. Dies sehe ich wiedeum als eine internale variable Attribution, die sie von dem Schüler fordert, was positiv anzusehen ist",1
"und in seiner Entscheidung liegt, also variabel.",1
- IST DIE LOKALITÄT DER ATTRIBUTION INTERNAL ODER EXTERNAL?,0
" Fremdattributionen"".",0
"Bevor wir anfangen, könnt ihr mir bestätigen, dass das Halbsätze-Tool bei euch richtig funktioniert? Bitte wählt dazu einen Halbsatz aus und postet ihn in den Chat.",0
"dann hat er sich von seinen mißerfolgen nicht abbringen lassen,",0
So?,0
"Weil sie versucht, seinen Misserfolg (internal) variabel durch Anstrengung zu begründen.",1
"variable Ursachen, so dass er durch größere Anstrengungen bessere Leistungen erzielen wird.",1
internal,1
"An sich ist die Rückmeldung von Frau Weber gut, da sie mit dieser Aussage zu verstehen gibt, dass seine schlechten Noten mit seiner Faulheit und nicht seiner fehlenden Begabung zu tun haben.",1
1.Hypothese zum Fall:,0
Fremdattributation der Lehrerin ,1
Die Fremdattribution seiner Eltern wirkt bestätigend auf seine Selbstattribution.,1
 =    internal,1
"M. verliert bei seinen Eltern den Glauben an die eigenen Fähigkeiten, nur die Lehrerin hat die ""richtige"" Attributionsmethode zur Motivation.",1
"Danke! Ihr könnt den Chat jetzt über den ""Chat Beenden""-Button schließen.",0
"1. Die eltern sind ein negativer Fremdattributionsfaktor. -> reden Kind ein, dass Fähigkeiten stabil durch Gene sind 2. Lehrerin versucht zu vermitteln, dass Leistungen durch Anstrengungen erzielt werden. Vermittelt dies in einer nicht förderlichen Sprache -> ist somit auch eine negative Fremdattribution 3. Selbstwert von Michael geschwächt. -> kaum intrinsische Motivation vorhanden",1
Michael Peters ist einen Internal Variabel Fall.,0
"Den armen Schüler kann ich gut verstehen- Mathe ist auch nicht meine starke Seite und was noch dazu kommt, hatte ich genau die gleiche Probleme- durchfallen.",0
 und ihre Auswirkungen auf Michael,1
"von Seiten des Lehrers könnte dazu führen, dass sich Michael nur noch überforderter fühlt (""Ich lerne, trotzdem sagen alle, ich bin faul"") oder das Konzept übernimmt (""Ich kanns eh nicht (mangelnde Begabung, s.o.), die Leute halten mich für faul, also lern ich gleich garnix mehr"").",0
"ja aber sie sagt wenigstens dass es um die Anstrengung geht - also eine variable internale Attribution, die Michael ändern könnte",1
"Ein wichtiges Konzept, was man dabei beachten sollte, ist, dass wie du richtig angemerkt hast, die Mathelehrerin wohl ein voreingenommenes Bild hat und Michael außerdem suggeriert, sein Misserfolg liegt an ""fehlender Anstrengung"". Besser wäre es hier statt internal external zu attribuieren, da Michael so nie motiviert handeln wird. Sie hätte auch sagen können: ""Also bei der letzten Arbeit war es einfach nicht dein Tag, ich weiß, dass du dich sehr bemüht hast, aber vll können wir eine Lösung finden, wie du effektiver lernen kannst?""",1
Sie versucht durch eine günstige Fremdattribution ,1
Ist die internal/variable Attribution hierbei nicht ebenso wichtig?,1
wo fangen wir an?,0
hm also ich glaube es ist beides... wait,0
als,0
"Zusammenfassung: Michael glaubt er sei mathematisch unbegabt (internal stabiles Attributionsmuster). Seine Eltern bestärken ihn in seiner Überzeugung. Sie glaube es liebe in ihren Genen schlecht in Mathe zu sein (internal stabil). Der Vater ist allerdings der Meinung man könne dennoch Einfluss auf die Ergebnisse in Matheprüfungen nehmen, indem man sich unerlaubten Mitteln bedient, wie Spicken oder Abschreiben (internal variabel). Die Lehrerin ist die einzige Person, die der Überzeugung ist, der junge könne durch Anstrengung (internal stabil)seine Leistung verbessern, allerdings nimmt die Fremdattribution der Eltern wesentlich größeren Einfluss auf den Jungen, wahrscheinlich, weil es der bequemere Erklärungsansatz ist. Unser Meinung nach bestünde ncoh eine Chance der Besserung, wenn die Eltern ihren Sohn mehr mental unterstützen.",1
 variablen ,0
In diesem Text geht es um Fremdatributionen,0
sie bestärkt ihn somit einfach mehr zu lernen und dass es in seiner hand liegt,1
"Das ist ja aber auch lediglich eine Aussage aus dem Gespräch von dem man im weiteren Verlauf nicht viel mehr erfährt. Wirklich interessant sind ja lediglich die Aussagen der Eltern, welche den Misserfolg des Schülers auf Ursachen außerhalb seines Einflussbereiches schieben und somit die Verantwortung von ihm abwenden.",0
"aber es geht ja eigentlich darum, wie Michael selbst seine Situation empfindet von daher würde ich sagen, dass wir uns auf internal stabil einigen können",0
eigene Anstrengung ist nötig um Erfolg in Mathe zu haben,1
(wird zwischen lehrerin und eltern hin und hergerissen. ist aber eher auf der seite der eltern),0
1.Hypothese zum Fall:,0
variable also anstrengungzurück.,1
variabel).,1
eigene Anstrengung ist nötig um Erfolg in Mathe zu haben,1
"Die Lehrerin hingegen behauptet, es habe internal",1
"Vielleicht können wir auch noch erwähnen, dass die Situation hier zu einem Großteil von Fremdattribution dominiert wird.",1
variable Fremdattribution),1
"sie könnte ihm mehr mut machen, seinem glauben an mangelnde begabung wiedersprechen",0
internal,1
"Hallo, willkommen in der Chatumgebung. Seid ihr beide da?",0
" Sie behauptet, dass die mangelnde Begabung eine Ausrede ist, und schiebt die schlechten noten auf seine Faulheit (internal",1
"es ist fraglich, ob michael so reagieren würde, da er die sache scheinbar sehr gelassen sieht und das nächste schuljahr auf sich zu kommen lässt, als handle es sich bei dessen ausgang um pures glück",0
"Also : Die Selbstattribution ist internal stabil und die Attribution aus Sicht der Lehrerin external stabil, aber auch ein wenig internal stabil. Es wird kein Erfolg erwartet, da die Lehrerin njicht wirklich motivierend auf den Schüler wirkt und er auch selbst keine Besserung erwartet, da er das Problem in der Familie sieht",1
Damit ist zumindest die Fremattribution der Lehrerin positiv für ihn.,1
Ja! Das ging sehr flott. Entschuldigung für meine Verspätung übrigens. Es tut mir echt mega Leid.,0
Möchtest du sonst noch etwas anfügen ?,0
Begabung ist eine internal ,0
"Zusammenfassung: Michael glaubt er sei mathematisch unbegabt (internal stabiles Attributionsmuster). Seine Eltern bestärken ihn in seiner Überzeugung. Sie glaube es liebe in ihren Genen schlecht in Mathe zu sein (internal stabil). Der Vater ist allerdings der Meinung man könne dennoch Einfluss auf die Ergebnisse in Matheprüfungen nehmen, indem man sich unerlaubten Mitteln bedient, wie Spicken oder Abschreiben (internal variabel). Die Lehrerin ist die einzige Person, die der Überzeugung ist, der junge könne durch Anstrengung (internal stabil)seine Leistung verbessern, allerdings nimmt die Fremdattribution der Eltern wesentlich größeren Einfluss auf den Jungen, wahrscheinlich, weil es der bequemere Erklärungsansatz ist. Unser Meinung nach bestünde ncoh eine Chance der Besserung, wenn die Eltern ihren Sohn mehr mental unterstützen.",1
variable ursache,1
"Die Schwierigkeiten, die Michael hat sind seine Attributionsmuster, da er denkt, dass es an seiner fehlenden Begabung liegt. Er kann die schwierigkeiten bewältigen, wenn er internal unstabil attribuiert, was aber vermultiich mit der Beziehung seiner Lehrerin zusammenhängt (Hattie, keine Ahnung welches Jahr). Michale attribuiert internal stabil auf seine Fähigkeiten, genauso wie seine Eltern. Seine Lehrerin scheint eher auf unstabile internale Sachen zu attribuieren, was bedeutet, dass Michael durch mehr Anstrengung auch bestehen könnte.",1
"Es ist unrealistisch, dass in einer Familie nicht wenigstens ein Mitglied mit Grundtalent ist",0
und ob die Lehrerin wirklich eine günstige Fremdattribution gibt.,1
Die Lehrerein denkt er ist zu faul --> intern weil das ja seine Schuld ist,1
variabel. ,1
"Michaels Problem ist, dass er seine schlechte Mathe-Leistung internal-stabil attribuiert und auf mangelnde Begabung zurückführt. dies ist beeinflusst durch die internal-stabile Attribution seiner Eltern , die meinen, dass die gesamte Famiie vn Natur aus schlecht in Mathe sei. Zudem hat seine Lehrerin eine internal-variable Attribution und hält Michael für faul, was ebenfalls zu seiner schlechten Motivation beiträgt, da es besser wäre ihm eine external-Variable Ursache für seinen Misserfolg zu vermitteln.",1
internal/,1
Belege und Begründungen:,0
Mathe ist wichtig aber auch nicht wichtiger als andere naturwissenschaftliche Fächer,0
"external nimmt bezug auf die ""aufgabenschwierigkeit"", passt es bei dieser situation?",0
attribution- und er solle sich einfach mehr anstrengen.,1
Hier könnte man auf ein Reattributionstraining zurückgreifen,0
"1. sagen sie ihm, dass die ganze familie mathe-unbegabt ist.",0
"wenn michael diese sichtweise übernimmt wäre esfür ihn wesentlich vorteilhafter,da jeder eineneinfluss auf seine eigene anstrengung hat ",1
Zwar hätte ich mir damals bei meiner ehrenrunde auch ein solches verständnis gewünscht doch ist dies nicht besonders motivations fördend. ,0
"Versteh ich gerade nicht, ",0
Hypothese zum Fall:,0
stabile Attribution,0
"Eine neue Idee zu diesem Fall ist ob es Michael möglich ist diese Schwierigkeiten im nächsten Schuljahr zu bewältigen. Aufgrund der anhaltenden Schwierigkeiten, die sich in seinen Noten widerspiegeln und dem Bestärken der Eltern (Fremdattribution) in Bezug auf die Fähigkeiten ihres Sohnes (Fremdattribution), sowie dem Nahelegen zweier Lehrpersonen (Fremdattribution) Michael solle sich mehr anstrengen, erscheint dies fraglich. Weiterhin attribuiert Michael seine Misserfolge internal-stabil.",1
Fragen an die Versuchsleitung: sollen wir dann einfach kurz vor Schluss eine Zusammenfasssung hier rein schreiben ?,0
Michael ist aufgrunf genetischer Anlagen in Mathe kein guter Schüler,0
WEIL FOLGENDE FALLINFORMATION DAFÜR SPRICHT:,0
2. Eltern: external ,0
"Hey Leute wir brauchen ne Zusammenfassung!!!!!!!!!!!!!!!!!!!!!Ich schreib mal schnell irgendwas für den Fall, oder!",0
"Du hast gerade geschrieben, dass die lehrerin michael eine weitere fremdattribution zuschreibt. dem stimme ich zu! Ich denke dabei handelt es sich dann um eine variable stabilität der fremdzuschreibung, sie ist leichter zu dekonstruieren",1
1. Lehrerin:,1
"Ein wichtiges Konzept, was man dabei beachten sollte, ist",0
1.Hypothese zum Fall:,0
Genau,0
 variablen Faktor der Anstrengung,1
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar, dass er selbst eher an Glück/Zufall zu glauben scheint und es wäre eine externale Attribution, wie du schon geschrieben hattest. Weiterhin könnte man davon ausgehen, dass es zusätzlich eine variable Attribution ist. Da er diese Anstrengung, (die von der Lehrerin bemängelt wird) verändern/beeinflussen kann, deswegen variabel.",1
"Bloss finde ich versucht die Lehrerin schon Michael davon zu überzeugen, dass es nicht an den Eltern, also an einer Fremdattribution liegt, sondern an ihm selber, denn sie sagt ja es sei nur eine faule Ausrede, das mit der ""Unfähigkeit"" in Bezug auf Mathe. ",1
Relativierungen des Arguments:,0
1.Hypothese zum Fall:,0
"Hallo, willkommen in der Chatumgebung.  Seid ihr beide da?",0
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar, dass er selbst eher an Glück/Zufall zu glauben scheint und es wäre eine externale Attribution, wie du schon geschrieben hattest. Weiterhin könnte man davon ausgehen, dass es zusätzlich eine variable Attribution ist. Da er diese Anstrengung, (die von der Lehrerin bemängelt wird) verändern/beeinflussen kann, deswegen variabel.",1
"Hallo, ja.",0
die lehrerin beeinflusst durch ihre fremdattribution.,1
"Das ist ja schon eine Lösung, wir sollen ja nur den Fall erklären",0
" günstig zu beeinflussen,",1
Hallo! :-),0
 Die Lehrerin versucht durch Fremdattribution,1
"Stimmt, ich habe es auch nachgelesen",0
"Ein wichtiges Konzept, was man dabei beachten sollte, ist, dass die Lehrerin probiert, den Misserfolg auf einen variablen, internalen Faktor zu lenken.",1
"Lehrerin sagt er soll sich nur anstrengen,sonst schafft er die Prüfung nicht",0
gut schreibst du den nächsten?,0
oki also er ist schlecht in Mathe und bekommt mehrere fremdzuschreibungen also zu wenig anstrengung von der Lehrerin was beeinflussbar wäre und sein Vater sagt er ist einfach schlecht also wird ihm hier eine fähigkeit oder bessergesagt unfähigkeit zugeschrieben die ihn negativ beeinflusst,1
"zeigt sie, das sie nicht denkt, das Michael dumm ist, sondern wenn er lernen würde, könnte er Mathe gut schaffen.",1
aus Sicht des Vaters:-keine Mathematikbegabung in der Familie,0
ist stabil,0
"Du hast gerade geschrieben, dass die Lehrerin sagte es wäre eine Ausrede von Michael. Sie schreibt ihm außerdem zu, dass er faul ist (Fremdattribution).",1
wir nehmen deine antwort,0
Relativierungen des Arguments:,0
"Ja genau, das meinte ich auch. Internal stabil",0
"Ich denke zu der ""Schwierigkeit"" gehört auch sein fehlendes Selbstbewusstsein (v.a. im Fach Mathe).",0
" Damit könnte sie meinen, dass er das zeug zu Mathe hat, aber nichts tut.",0
variable Attribution zurückführt .,1
1.Hypothese zum Fall:,0
"Kannst du mir genauer erklären, was du damit meinst, dass die Fremdattribution auf die Begabung der Hauptperson anspielt?",0
aber: Fremdattribution durch Lehrerin ,1
sie bestärkt ihn somit einfach mehr zu lernen und dass es in seiner hand liegt,1
1.)die fremdatributonen:a)die der lehrerin:,1
- IST DIE LOKALITÄT DER ATTRIBUTION INTERNAL ODER EXTERNAL?,0
"Du hast gerade geschrieben, dass Michael das Vertrauen in seine Fähigkeit fehlt, was eine internal stabile Attribution ist. Die Lehrperson sieht die Ursache jedoch in der fehlenden Anstrengung, was eine internal variable Attribution ist. Ich frage mich, ob diese Anstrengung durchaus fehlt, da Michael sowieso davon ausgeht, eine schlechte Note zu bekommen.",1
"Er klingt halt sehr pessimistisch, dennoch stimme ich dir zu. Aus dem kurzen Satz kann man ja nicht draus schließen, dass er glaubt, es nicht zu bestehen.",0
"Du hast gerade geschrieben, dass die Lehrerin die Anstrengungsbereitschaft Michael gegenüber erwähnt. Dem stimme ich zu.",0
