message,epi
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar dass es sich um eine internal stabile Attribution handelt. Er macht seine mangelnde Begabung (internal) dafür verantwortlich und geht auch nicht davon aus, dass sie sich ändert (stabil). Ausgelöst durch die Fremattribution der Eltern.",1
"also ohne Veränderungen wird der Typ die Schwierigkeiten nicht überwinden, weil der ganze Misserfolg als stabil angesehen wird",1
1.Hypothese zum Fall:,0
"E macht seine mangelnde Begabung, die offensichtlich in der Familie liegt, dafür verantwortlich.""Irgendwie wird mir immer klarer, daß Mathe nicht mein Fach ist.""",1
"Ein wichtiges Konzept, was man dabei beachten sollte, ist , dass Michael kein Vertrauen in seine eigenen Fähigkeiten hat und seinen Misserfolg auf mangelnde Begabung zurückführt. Dies ist eine internal stabile Attribution. Diese wird durch die Fremdattribution der Eltern verstärkt, da sie ihm erzählen, die Nicht-Begabung sei in den Genen festgelegt und das sei kein Wunder, dass Michael auch Misserfolge in Mathematik erfährt. Auch die Lehrperson verstärkt Michaels Meinung/Verhalten, anstatt ihn zu motivieren und Lösungsansätze aufzuzeigen. Wichtig ist es, dass die Kommunikation zwischen Lehrperson und Eltern stattfindet, die Kommunikation zwischen Eltern und Schüler, sowie Lehrperson und Schüler verändert wird. Außerdem muss Michael mehr positiven Input und mehr positiven Kontakt zur Mathematik erhalten, da er bisher nur negative Erfahrungen machen konnte. Es sollte mehr Aufmerksamkeit darauf gelegt werden, die Aufmerksamkeit in Michaels Fähigkeiten zu legen und diese gezielt zu fördern. Durch eintretende Lernerfolge wäre Michael dann auch motivierter und hätte mehr Vertrauen in sein Können.",1
die internal ,1
da sie variable Ursachen für sein Scheitern verantwortlich macht. ,0
führt also den misserfolg auf eine interne ,0
er attriebutiert sie als internal,1
"wenn Peter sein Versagen anders erklärt, könnte er seine Leistungen längerfristig verbessern",1
"Wir sind zu der Erkenntnis gekommen, dass der Schüler seine Probleme sowohl internal stabil (mangelnde Begabung) als auch external stabil (schlechte Lehrerin) attribuiert. Leider unterstützen seine Eltern ihn in dieser Denkensweise.",1
- Meinung der Lehrerin,0
"Zusammenfassung: Michael glaubt er sei mathematisch unbegabt (internal stabiles Attributionsmuster). Seine Eltern bestärken ihn in seiner Überzeugung. Sie glaube es liebe in ihren Genen schlecht in Mathe zu sein (internal stabil). Der Vater ist allerdings der Meinung man könne dennoch Einfluss auf die Ergebnisse in Matheprüfungen nehmen, indem man sich unerlaubten Mitteln bedient, wie Spicken oder Abschreiben (internal variabel). Die Lehrerin ist die einzige Person, die der Überzeugung ist, der junge könne durch Anstrengung (internal stabil)seine Leistung verbessern, allerdings nimmt die Fremdattribution der Eltern wesentlich größeren Einfluss auf den Jungen, wahrscheinlich, weil es der bequemere Erklärungsansatz ist. Unser Meinung nach bestünde ncoh eine Chance der Besserung, wenn die Eltern ihren Sohn mehr mental unterstützen.",1
(internal,1
Anstrengungen sind laut Klassifikationsschema variabel und somit änderbar.,0
Für Michaels Noten könnten sowohl sein Attributionsmuster ,1
"Michael war sein ganzes Leben wahrscheinlich schon schlecht in Mathe und vielleicht nicht nur in diesem Fach, da er nach der Aussage der Leherin ""himmelschreiend"" faul sei. ",0
Relativierungen des Arguments:,0
Okay. Die mit den negativen Erfahrungen? und dann schreibe ich noch etwas über die Attributionen der umstehenden Personen dazu?,0
"Also internal, oder?",1
Jedurch könnten durch stärkung der Selbsattributation solche ausgegrenzt werden,1
aber dafür ist es fast schon zu spät.,0
Frau weber ist mitverantwortlich für die schlechten Noten von michael Peters,0
- Michael und ,1
"Du hast gerade geschrieben, dass Michaels Eltern ihn in seiner Selbstattribution bestätigen. Das würde ich auch so sehen.",1
"Also, ich gehe von folgendem aus:Michael behauptet es sei nicht sein Fach",1
stabil:,1
Relativierungen des Arguments:,0
Perfekt! :),0
Denkst du das reicht aus?,0
bei manchen ist Hopfen und Malz verloren. Oder sie haben eine Mathe-Lernschwäche,0
Belege und Begründungen:,0
1.Hypothese zum Fall:,0
seine eigene ,1
"ES IST INTERNAL,",1
Rat:lehrerin sollte selbstattribution von michael,1
"Meiner Meinung nach ist das ein Fall von ""Fremdattribution"".Seine Eltern vermitteln Michael, dass er für das Fach Mathe nicht begabt ist.",0
"Ein wichtiges Konzept, was man dabei beachten sollte, ist, dass die Lehrerin probiert, den Misserfolg auf einen variablen, internalen Faktor zu lenken.",0
"hallo pinie, du hast glaube ich vorhin gesagt du schreibst die analyse und hängst da noch etwas dran.oder?",0
"Michael ist sowohl durch seine EIgenattribution,",1
es liegen in diesem fall mehrere arten von atributionen vor:,0
"ich denke nicht, dass es sich um eine external stabile Attribution handelt sondern um eine internal",1
"Also internal, oder?",1
"In diesem Fall geht es darum, dass ein Schüler schlechte Leistungen in Mathe aufweist. Der Schüler meint dazu einfach, dass es nicht sein Fach sei. Als er nach Hause kommt und erzählt, dass seine Versetzung in Gefahr sein, reagieren die Eltern eher entspannt und haben Verständnis dafür, dass er schlechte Leistungen in Mathe hat. Als Erklärung geben sie an, dass es an der Familie liege und, dass sie selbst auch nie gut in Mathe waren. Die ist also eine internal-stabile Attribution da die schlechten Matheleistungen aus ihrer Sicht mit mangelnden Fähigkeiten/begabung zusammenhängt. Die Fremdatrribution der Eltern wird möglicherweise die Selbstattribution des Schülers beeinflussen, was sich negativ auf sein Lernverhalten auswirken könnte.",1
 mir fällt auch nichts besseres ein,0
Relativierungen des Arguments:,0
Ich glaube schon das es sich um eine internal,1
"Ein wichtiges Konzept, was man dabei beachten sollte, ist, dass der Michael seine Mathefähigkeiten als internal stabil zu attribuieren scheint. Das könnte seine Lernmotivation mindern",1
 Also seine mathematische Unbegabtheit kann nicht ins Gegenteil verändert werden,1
"Sie sehen das Problem´, genau wie Michael bei der Begabung.",0
" Nachhilfeunterricht von einer anderen Person wäre gut, die ihn wieder etwas aufbaut.",0
Selbst-,1
gut schreibst du den nächsten?,0
Ja es ist internal,1
2.)selbstatribution von peter,1
variabel,0
Wie sollen wir das machen mit der abschließenden Fallanalyse. ,0
Belege und Begründungen:,0
Sowohl selbst als auch ,1
Die Eltern versuchen externe,1
Er macht seine angeblich fehlende Begabung,1
variable also anstrengungzurück.,0
FOLGENDE PUNKTE SIND MIR NOCH UNKLAR:,0
"Die Hauptperson sieht ihre Fähigkeiten und Begabungen im Fach Mathe als unzureichend und bringt diese Erklärung mit dem seiner Eltern in Verbindung, welche ebenfalls das Fach Mathe wenig erfolgreich bestritten.",1
 Zumindest fällt mir nicht mehr dazu ein.,0
stabil (Zweifel an eigener Begabung),1
 ein Reattributionstraining wäre vorzuschlagen!,0
Seid ihr beide da?,0
 Dies ist eine internal,1
"Also können wir als Problem festhalten dass es sowohl internal stabil, als auch external stabil ist oder?",1
und die ungünstige,1
" Ein Schüler, der von sich glaubt, keine Begabung zu haben, wird auch keinen Sinn darin sehen, sich anzustrengen.",0
 Attribution belegt,0
variable Attribution,0
"Die Gründe für die Schwierigkeiten der Hauptperson liegen in dem Verhalten/den Aussagen der Eltern und in der eigenen Attribution. Es liegt eine Fremdattribution der Eltern auf der Begabgung der Hauptperson, diese ist internal und stabil und eine Selbstattribution der Hauptperson auf der Begabung dieser, diese ist internal und stabil. Ebenfalls liegt eine Fremdattribution von Frau Weber auf die Faulheit/Anstrengung der Hauptperson vor, diese ist internal und variabel",1
"Du hast gerade geschrieben, dass der Misserfolg des Schülers durch die Eltern internal attributiert wird. dem stimme ich zu. Ich würde noch hinzufügen, dass die Eltern die geringe Begabung in Mathematik als eine internale stabile Attribution in der Familie ansehen und das dann auf ihren Sohn übertragen, sodass dieser seine Leistungen dann auch an der internalen stabilen Attribution fest macht",1
stabile Attribution).,1
"Michael darf, um seine",1
Er attributiert sie also external ,0
"Du hast gerade geschrieben, dass Michael Schwierigkeiten in Mathe hat und dem stimme ich zu. Allerdings glaube ich, dass er interal stabil attribuiert, seinen Misserfolg also auf seine (nicht vorhandene) Fähigkeiten in Mathe schiebt (oder wie du sagst mit fehlender Begabung). Und es scheint auch so, als würden seine Eltern ihn darin bestärken, weil sie behaupten, dass die ganze Familie nur mit Spickern bestehen konnte. Seine Lehrerin schiebt es auf Michaels Faulheit und da bin ich mir gerade nicht sicher, wie ich das einordnen soll",1
Misserfolg führt er auf mangelnde Begabung zurück;,1
(internal ,1
"Für ihn ist das von grossem Nachteil, ",1
wird somit auch negativ,1
ist es nicht auch noch neben der internalen,1
Eine neue Idee zu diesem Fall ist Fremdattributionen wie die Eltern zu beeinflussen. Die Lehrerin könnte in einem Gespräch die Eltern dazu leiten Michael mehr zu motivieren.,0
1.Hypothese zum Fall:,0
"Information aus dem Fall, die wir noch nicht betrachtet haben, ist inwiefern diese sogenannte Ausrede positiv auf Peter wirken können. Die Lehrerin ist überzeugt, dass durch Anstrengung Leistungen erreicht werden können. Dieser variable Attribution wirkt sich auf Peter positiv aus.",0
"allerdings kann es passieren, dass der Schüler diese mangelnde Begabung als absolut nicht mehr veränderbar betrachtet.",1
auf mangelnde Begabung,1
 Wenn die Eltern sich mehr dafür interessieren würden und ihm mehr helfen würden und die Lehrerin nicht so negativ über ihn reden würde hätte Michael bestimmt eine höhere Motivation,0
 seine,1
internal ,1
"Hallo, willkommen in der Chatumgebung. Seid ihr beide da?",0
dass es sich Peters um internal,1
"O. K. ich bin schon darauf gekommen, dass es sich doch um die internal ",1
DIe Eltern sollten schon dazu ihren Sohn unterschtützen:,0
stabil ,1
"Versagt man mehrfach hintereinander in Mathe, sinkt die Motivation sich überhaupt zum Lernen hinzusetzten.",0
Selbstattribution von Michael ,1
" Sofern sine Motivation durc h die zusprüche der Lehrerin steigt, wird auch seine Anstrengung steigen.",0
"Sie sagen, dass sie selber ""Mathenieten"" seien und daher die schlechten Noten des Jungen nicht schlimm seien, sie lachen sogar darüber. Diese Fremdattribuierung verstärkt die Selbstattribution des Jungen, seine schlechten Noten auf die mangelnde Begabung zurückzuführen.",1
" selbst machen familiäre, interne",1
(er ist eh nicht begabt) ,1
dass es sich Peters um internal,1
WEIL FOLGENDE FALLINFORMATION DAFÜR SPRICHT:,0
auf mangelnde Begabung,1
sind wohl nicht auf auf eine internal ,1
"Stimme zu, und seine Aussage darauffolgend, dass er gespannt ist, wie es laufen wird, ist auch mehr ein 'Ich lasse es einfach auf mich zukommen' - was nicht gerade von Anstrengung zeugt",0
"Ich finde auf eine Stabile Ursache, weil immer auf die Charakteristika der Personen zurückgegriffen wird: ""Das ist nun mal so, wir sind keine Leuchten, ich war schon so in meiner Kindheit...""",1
Was sollen wir dann als Antwort nehmen?,0
"Viel näher liegt die Annahme, daß die Eltern durch ihr Denken über die Vererbung ihrer negativen Anlagen ihr Kind in diese Richtung beeinflussen",0
Soll ich dann versuchen eine Analyse zu schreiben und du ergänzt dann ?,0
Belege und Begründungen:,0
günstigere selbstattributionführt zu lernmotivation,0
"Kann sein, aber ich glaube das ist nicht so wichtig",0
"Ich denke die Schwierigkeit des beschriebenen Schülers liegt darin, dass er keine guten Noten in Mathe erzielt hat und deshalb fast sitzen geblieben wäre letztes Schuljahr. Zudem begründet er seine schlechten Mathekenntnisse auf mangelnder Begabgung.",1
"Meiner Meinung nach liegt hier das größte Problem darin, dass er und seine Eltern das Problem nur auf fehlendes Talent beziehen, sprich stabil intrinsisch.",1
und die ungünstige,1
seine eigene ,1
"Für euch zur Info: In den Reitern über dem Chat findet ihr den Fall, die Aufgabenbeschreibung und die Attributionstheorie. Falls ihr Fragen habt, könnt ihr sie jederzeit stellen.",0
"Michael scheint sich selbst zu attribueren, dass er Mathe nicht kann.",1
"Bei dem Schüler Michael Peters handelt es sich um internale,",1
"Vielleicht könnte man es so formulieren: Michael führt seine Probleme in Mathematik auf seine mangelnde Begabung, also eine internal stabile Ursache, zurück. Seine Eltern bestärken ihn durch eine ebensolche Fremdattribution in seiner Ansicht. Michael Mathematiklehrerin versucht ihn durch Reattribution davon zu überzeugen, die Probleme auf mangelnde Anstrengung, also eine internal variable Ursache, zurückzuführen. Michael blickt mit einer großen Unsicherheit in die schulische Zukunft und ist sich nicht sicher, ob er die Schwierigkeiten bewältigen kann.",1
"Die Motivation sinkt, weil er nicht glaubt, dass es sich in Zukunft bessert.",0
"2. durch Fremdattribution überträgt sich diese internal stabile Attribution auf den Sohn, welcher dadurch auch an Motivation verliert, da er aus seiner Sicht keine Chance hat seinen Erfolg zu verbessern, dafür müsste er von einer variablen Attribution ausgehen",1
"dass die aufgaben besser erklärt werden sollten ,weil der vater sich sehr angestrengt und trotzdem hat keinen leichetn Erfolg .",0
"Unterstützung von den beiden Seiten sowohl von Eltern,als auch von dem Lehrer",0
seine unbegabtheit in Mathe,1
Training würde ihm bei den anderen Gebieten halfen.,0
Belege und Begründungen:,0
 zurückzuführen sein,1
"dass es Mathe nicht kann, weil er keine Begabung hat und diese erblich ist.",1
beide parteien,1
Relativierungen des Arguments:,0
"Schwierigkeiten der Hauptperson: Misserfolge werden internal stabil attribuiert. Fremdattributionen der Eltern wenig förderlich (8nternal stabil). Die Fremdattribution der Lehrkraft zwar internal variable attribuiert, allerdings diese nicht sonderlich gut formuliert.",1
 Sowohl die Selbst-,1
"Eine neue Idee zu diesem Fall ist, dass Michael seinen Misserfolg auf internal stabile Faktoren bezieht oder zumindest kurz davor ist.",1
(internale Ursache),1
" Internal weil mangelnde Begabung von Michael und Eltern nur in deren Kopf exsistiert,",1
eigenattribution. ,1
und dann hintereinander ,0
2.)selbstatribution von peter,1
"internal, die ganze familie ist in mathe nie gut gewesen",1
zustimme*,0
 stabile attribution,1
"Genau, er fängt damit an, seine Matheleistung an seine fehlende Begabung zurückzuführen",0
"Die Mathelehrerin schreibt seine mangelnden Leistungen zwar external variablen Faktoren zu (Faulheit), doch nicht mit einer aufmunternden motivierenden Nuance,",0
"Ja.. Meiner Meinung nach liegt das Problem der Person darin, dass sowohl er als auch seine Eltern den Grund für die Schwierigkeiten stabil internal attribuieren",1
"- Michael attribuiert selbst, ",1
"Auf der Ebene der Attributionstheorie,wird,dass hier als eine internale ",1
ok ich würde die Aufgabenstellung kurz durchleen,0
"Allerdings hat sie seine schlechten Leistungen mit der mangelnden Anstrengung begründet, was ja eher förderlich für die Motivation ist.",0
"wir haben doch die ganze zeit geklärt, dass er den Fehler internal aber stabil bewertet. Er weiß doch dass das eine  schlechten Einfluss hat",1
Der Schüler macht seine mangelnde Begabung für seinen Misserfolg verantwortlich,1
- Michael und ,1
2.)selbstatribution von peter,1
"ES IST INTERNAL,",1
intern,1
Ich würde auch auf internal ,1
"In der Attributionstheorie ist ""Begabung"" unter internal stabil.",1
"Er glaub, dass seine mangelnden Begabung,",1
"Ein wichtiges Konzept, was man dabei beachten sollte, ist, dass die Eigenattribution und die Fremdattribution der Eltern somit eher hinderlich für eine weitere Befassung mit Mathematik ist",1
Relativierungen des Arguments:,0
"selbstattribution, ",1
(internal stabile Ursachen),0
Peter und seine Eltern müssen ihr Attributionsverhalten ändern ,1
"indem sowohl er, als auch seine Eltern ihr Attributionsverhalten ändern.",0
Seid ihr beide da?,0
Sry hab deine Nachricht nicht gesehen :-),0
also wenn man es auf die Attributionstheorie bezieht würde Micheal selbst seine schlechten Leistungen wohl als internal stabil ansehen oder?,1
Ob das der Sinn der Sache ist? ,0
internal,1
Ok,0
und er findet die story seiner Eltern amüsant ,0
"selbstattribution, ",1
"Du hast gerade geschrieben, dass er internal stabil attributiert, das stimme ich zu! “Irgendwie wird mir immer klarer, dass Mathe einfach nicht mein Fach ist. Letztes Jahr wäre ich fast durchgefallen."" Also, zeitlich stabil",1
"Hey, ja bin da.",0
- IST DIE LOKALITÄT DER ATTRIBUTION INTERNAL ODER EXTERNAL?,0
er hat sein bestes gegeben,0
"Ja genau, das meinte ich auch. Internal stabil",1
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar dass es beides ist. Ich gehe aber davon aus, dass die Hauptperson die Schwierigkeiten nicht bewältigen wird, da er der Meinung ist, dass es an der Begabung liegt",1
Ich mach meine Analyse zum ersten Fall! der gefällt mir am besten!,0
 Selbstattribution ist er sehr unmotiviert,1
 Selbstattribution ist er sehr unmotiviert,1
 stabile Attribution),1
"ungünstig, da er nicht an Änderung glaubt. ",1
Es liegt also eine internal ,1
 Vorallem muss er durch bestimmte Hilfen zu mehr Selbstattribution gelangen,0
-stabile,1
er attribuiert seinen Misserfolg internal bzw. external stabil,1
 Dies ist eine internal,1
Ich habe den anderen Teilnehmer per E-Mail kontaktiert. Wir können noch 5 Minuten warten und sehen ob Palencia sich zurück meldet,0
"Nicht mit dieser Einstellung, recht stark von der Umgebung (Menschen - Aussagen der Eltern und deren Verhalten) beeinflusst wird.",0
"Information aus dem Fall, die wir noch nicht betrachtet haben, ist die Schwierigkeit das neue Schuljahr zu schaffen",0
"Ich schreibe unsere gemeinsame Lösung für die Aufgabe.  In der beschriebenen Situation führt der Schüler der Misserfolge auf seine eigene Fähigkeit zurück. Besonders ungünstig ist es, eigene Misserfolge auf external variable Ursachen zurückzuführen. Er hat erfahren, dass er die zur Bewältigung einer Aufgabe notwendigen Fähigkeiten nicht besitzt: ‘schließlich sind wir ja alle keine “Leuchten” in Mathe’.",1
"ungünstig, da er nicht an Änderung glaubt. ",1
"und, dass er diese auf intern stabile Ursachen zurückführt, wie z.B. dass er keine Begabung in diesem Fach hat, was in seiner Familie wohl genetisch bedingt sein soll.",1
 Fremdattribution).,0
"Du hast gerade geschrieben, dass der Junge den Misserfolg wohl eher internal und stabil, statt external und variabel attribuiert. Dem stimme ich auf jeden Fall auch zu.",1
okay,0
indem er einfach seine mangelnde Begabung vorschiebt.,1
"Der Schüler macht diese Misserfolge im Fach Mathematik an der mangelnden eigenen Begabung fest, dies bringt ihn scheinbar in eine aussichtslose Position bezüglich weiteren Anstrengungen und Motivation.  (Zeile 54f)",1
 Er ist nicht wie sein Vater auf Ausreden oder Glück angewisen...,0
"Ich finde, das hast du gut zusammengefasst! Ich würde lediglich noch Michaels eigene Sicht ergänzen. Michael selbst attribuiert ebenfalls als internal-stabile Ursachen.",1
"Michael scheint sich selbst zu attribueren, dass er Mathe nicht kann.",1
"ungünstig, da er nicht an Änderung glaubt. ",1
Relativierungen des Arguments:,0
 stabil,1
" Internal weil mangelnde Begabung von Michael und Eltern nur in deren Kopf exsistiert,",1
"Also mir scheint, dass das Michael recht fremdgesteuert ist.",0
"Michael scheint sich selbst zu attribueren, dass er Mathe nicht kann.",1
"Diese Aussage würde ich auch mit dem letzten Satz begründen, in dem er sagt, dass er sich immer noch auf das nächste Schuljahr freut",0
FOLGENDE PUNKTE SIND MIR NOCH UNKLAR:,0
Ist die internal/variable Attribution hierbei nicht ebenso wichtig?,0
 stabil),1
"es wäre für den Schüler mit Sicherheit leichter gute Noten zu schreiben, wenn er Unterstützung sowohl in der Schule als auch zu Hause bekäme!",0
"Ich meine, dass man ihm bewusst machen sollte, dass er sich nicht von der Meinung anderer oder deren Einstellung beeinflussen lassen soll. Zu welchem Punkt kommen wir?",0
2.)selbstatribution von peter,1
"Du hast gerade geschrieben, dass Michaels Eltern ihn in seiner Selbstattribution bestätigen. Das würde ich auch so sehen.",1
internal,1
Ja das geht,0
und die ungünstige,1
"Michael könnte durch Üben seine Leistungen trotz des genetischen ""Defekts"" verbessern",0
"Welche Schwierigkeit hat die Hauptperson in der beschriebenen Situation? Glaubt die Person, diese Schwierigkeit bewältigen zu können? Welche Gründe und Faktoren sind für diese Schwierigkeit ausschlaggebend?",0
Bei Michael kann man sowohl die internal,1
"Da gebe ich dir Recht, dass die Vorgehensweise der Lehrkraft nicht unbedingt feinfühlig ist. Zwar ist vermutlich die Intension dahinter die Richtige, indem sie ihm vermitteln möchte, dass die Ursache zwar internal ist diese jedoch durchaus veränderbar ist und somit im Gegensatz zu der elterlichen Annahme eher variabel statt stabil ist.",1
"Ein wichtiges Konzept, was man dabei beachten sollte, ist, dass der Schüler daher eher nicht denkt, dass er Mathe im nächsten Jahr schaffen wird",0
 fremdattrib.?,0
"Danke, aber überlegt es Euch lieber nochmal, ob ich da nicht irgendwo durcheinander gekommen bin!",0
ok,0
Kann ja jeder mal seine Ideen dazu mit den Halbsätzen raushauen,0
 external,0
sind wohl nicht auf auf eine internal ,1
motivation zu lernen extrem hemmt,0
Die Eltern versuchen externe,1
" gut sie könnten faul sein,",0
Rat:lehrerin sollte selbstattribution von michael,1
MIT DER ATTRIBUTIONSTHEORIE ERKLÄRBARE FALLINFORMATIONEN:,0
die seine Noten auf mangelnde Begabung,0
"Michael hat Schwierigkeiten im Fach Mathe und führt dies auf seine fehlende Begabung zurück, indem er sagt, dass Mathe 'einfach nicht sein Fach sei'.",1
"aber rein auf die attributionstheorie projeziert, tut sie das ja in dem sie seinen misserfolg auf etwas vorrübergehendes zurückführt.",0
stabile gründe zurück,1
stabil).,1
Find ich gut!!!,0
internal/,0
"Der Schüler Michael hat das Problem, dass er in Mathe nicht so gut ist. Er hat das letzte Schuljahr noch knapp geschafft und attribuiert seinen Misserfolg internal/stabil (fehlende Begabung). Durch die Fremdattribuierung seiner Eltern (internal/stabil), dass es in der Familie läge und das Bestehen bisher nur durch Spicken möglich war und die FA der Lehrerin internal/variabel (fehlende Anstrengung durch den Schüler) ist er nicht der Meinung, dass er dieses Problem lösen kann.",1
würde ich auch zustimmen,0
"Er glaub, dass seine mangelnden Begabung,",1
"Der Grund für seine Mißerfolge können variable Ursachen sein, eher Zufall dass er so schlecht ist.",0
"Das Ändern des Sitzumfeldes sehe ich ebenfalls als sinnvoll an. So kann der Junge durch andere begabte Schüler:innen motiviert werden, die selbst ihr eigenes Wissen und das Wissen des Jungen erweitern können.",0
 können durchaus auch auf Selbstattribution,1
Auch sollte er sein Versagen nicht von Vornherein als STABIL betrachten.,1
"aber es geht ja eigentlich darum, wie Michael selbst seine Situation empfindet von daher würde ich sagen, dass wir uns auf internal stabil einigen können",1
 variablen Faktor der Anstrengung,0
Also ich würde es als finale Erklärung nehmen und nichts mehr ergänzen wollen.,0
also wenn man es auf die Attributionstheorie bezieht würde Micheal selbst seine schlechten Leistungen wohl als internal stabil ansehen oder?,1
"Du hast gerade geschrieben, dass beide ihren Misserfolg stabil internal attribuieren. Dem stimme ich zu, sie denken sie seien nicht begabt.",1
FERTIG :))),0
Ich dachte die Zeilen im Text wären nummeriert? Ist das doch nur die attributionstheorie?,0
"Bei dem Schüler Michael Peters handelt es sich um internale,",1
"Du hast gerade etwas gesagt, dem ich  zustimme, und zwar dass die Begabung (internal, stabil) fehlt. Die LP sagt der Misserfolg in Mathe hängt allein von der Begabung ab und gleichzeitig, dass es sich besonders anstrengen muss. Deine Konsequenz ist somit korrekt und der Schüler wird meiner Meinung nach sehr demotiviert von der LP.",1
(internal,1
"Wie gesagt, das sehe ich auch so!",0
 tritt als Ursache dafür immer mehr der internal stabilen Faktor seiner Fähigkeiten hervor:,0
stabile Attribution.,1
stabil ,1
"die relativierung zeigt, dass auch menschen die sich in mathe schwer tun mit der richtigen einstellung erfolge erziehlen können,",0
JA ABER IST MATHE EINE BEGABUNG8AUSSCHLIEßLICH),0
"Unsere gemeinsame Erklärung: Wir denken, dass es für ihn einen Nachteil darstellt Misserfolge auf eine mangelnde familiäre Begabung zurückzuführen und sich dadurch weniger anzustrengen. Die Hauptproblematik liegt hier also vor allem darin, dass die Einstellung bei ihm über Generationen weitergetragen wird ohne extrinisische Faktoren oder variable intrinsische Faktoren zu berücksichtigen. Die Eltern sollten Misserfolge eigentlich positiv attribuieren um im Motivation zuzusprechen.",1
..und die lehrerin hat ihm ihrer Meinung gesagt .... ,0
1.Hypothese zum Fall:,0
  internal ,1
Eine neue Idee zu diesem Fall ist,0
"In der Attributionstheorie sind Michaels Leistungen als internal stabil zu betrachten, da er selber nicht von seiner Begabung im Bereich Mathematik überzeugt ist.",1
"Du hast gerade etwas gesagt, dem ich (nicht) zustimme, und zwar dass es eine externale ist. ich glaube doch, dass es internal ist, da es sich hierbei um die ""eigene ""fähigkeit/ begabung"" handelt",1
"Er attestiert sich aber selbst auch eine mangelnde Begabung für Mathematik, wird dann aber in seinem",1
