message,epi
"Die Schwierigkeit der Hauptperson Michael ist, dass er keine guten Noten in Mathematik hat und diese seine Versetzung gefährden/gefährdet haben. Michael attribuiert seinen Misserfolg in Mathe internal stabil.  Stabil, weil das eine Fähigkeit darstellt und internal, weil es von Michael ausgeht. Michaels eigene Herangehensweise an Mathe ist demnach nicht förderlich für seinen Lernerfolg Michaels Eltern bestätigen Michael external in seiner ungünstige Selbstattribution. Unter anderem halten die Eltern sich und die ganze Familie für unbegabt in Mathe. Ein Reattributionstraining wäre interessant für die Lehrerin und die Eltern. Die Eltern sollten lernen Michael dabei zu unterstützen, Misserfolge auf variable Ursachen zurückzuführen",1
Belege und Begründungen:,0
Belege und Begründungen:,0
"Dass sie sagen, sie hätten gute Noten schreiben können durch Anstrengung",1
aber ich glaube das beides eine rolle spielt,0
"Ich denke, Michael glaubt nicht, diese Schwierigkeit bewältigen zu können, da er am Ende ja selbst sagt, er habe das letzte Jahr noch gepackt, aber das nächste könnte wohl schwieriger werden.",1
"Selbstattributation der Familie Peters ist, sie hätten keine Begabung für Mathe",0
Michael führt seine schlechten Mathenoten ,1
In Mathe muss man logisch vorgehen um eine Lösung zu erhalten und das fördert dieses Denken.,0
"Information aus dem Fall, die wir noch nicht betrachtet haben, ist die Fremdattribution durch die Lehrerin.",0
"Michaels Problem ist, dass er kein Mathematik kann, Ursache dafür sind internale stabile Ereignisse, wie bspw. dass seine Eltern kein Mathe können. Diese hegen auch kein Interesse an seinen Fähigkeiten und motivieren ihn auch nicht. Michale selbst hat aber auch keine Motivation, für Mathe zu lernen (variable stabile Komponente). Nicht fördernd ist außerdem, dass sein Vater ihm erzählt, er selbst hätt seine Matheprüfung nur durch Spicken und Abschreiben bestanden. Es fehlt also die Motivation von innen und von außen. Auch seine Lehrerin scheint sich nicht für ihn zu interessieren, da sie der Meinung ist, Michaels schlechte Noten lägen an seiner Faulheit. Da sich Michael außerdem nicht 100% sicher ist, ob er die Klasse bestehen wird, sieht er sich der Schwierigkeit nicht gewachsen. Eventuell sind auch die Aufgaben für ihn zu schwer.",1
 internal,0
"Eine neue Idee zu diesem Fall ist, dass er den Anschein erweckt, als würde er seine Zuversicht dem nächsten Schuljahr gegenüber allerdings mehr dem Zufall zuzuschreiben als seiner eigenen Fähigkeit und Arbeitsbereitschaft. Somit bezieht er seinen Erfolg auf eine externale und variable Attribution statt auf eine internale variable, was im Sinne der Leistungsfähigkeit kontraproduktiv ist.",1
"Selbstattributation der Familie Peters ist, sie hätten keine Begabung für Mathe",0
" Er hofft auf sein Glück und läßt das neue Schuljahr auf sich zukommen, ohne irgendwelche Maßnahmen zu ergreifen.",1
Er attribuiert seinen Erfolg external,1
"Michaels Problem ist, dass er kein Mathematik kann, Ursache dafür sind internale stabile Ereignisse, wie bspw. dass seine Eltern kein Mathe können. Diese hegen auch kein Interesse an seinen Fähigkeiten und motivieren ihn auch nicht. Michale selbst hat aber auch keine Motivation, für Mathe zu lernen (variable stabile Komponente). Nicht fördernd ist außerdem, dass sein Vater ihm erzählt, er selbst hätt seine Matheprüfung nur durch Spicken und Abschreiben bestanden. Es fehlt also die Motivation von innen und von außen. Auch seine Lehrerin scheint sich nicht für ihn zu interessieren, da sie der Meinung ist, Michaels schlechte Noten lägen an seiner Faulheit. Da sich Michael außerdem nicht 100% sicher ist, ob er die Klasse bestehen wird, sieht er sich der Schwierigkeit nicht gewachsen. Eventuell sind auch die Aufgaben für ihn zu schwer.",1
"Eine neue Idee zu diesem Fall ist, dass Michael seinen Misserfolg auf internal stabile Faktoren bezieht oder zumindest kurz davor ist.",0
Ja klingt gut.,0
Das mathematische Verständnis kann aber durchaus auch geschult werden durch spezielles Training.,0
Relativierungen des Arguments:,0
"Es ist ein großer Nachteil für ihn, seinenMisserfolg an der eigenen Begabung festzumachen.",0
"Ergänzend kann man noch sagen, dass es günstig gewesen wäre den Schüler zu motivieren, dass er es durch Anstrengung schaffen kann",1
Relativierungen des Arguments:,0
" will ja nicht drängeln, aber...",0
"...und internal ist es glaube ich auch, weil es an ihm liegt, ob er vom Abschreiben Gebrauch macht oder nicht, aber ist nur eine Vermutung haha",0
(--> Misserfolge werden auf,1
"Information aus dem Fall, die wir noch nicht betrachtet haben, ist auch, dass der Vater davon gesprochen hat, das er immer abgeschrieben hat oder gespickt hat. Was ja von seiten eines Elternteils auch nicht gut ist.",0
Der Schüler sollte jedoch auch einen möglichen Grund seiner Probleme in seiner Anstrengung ( internal/ variable) sehen. Zudem sollte er durch seine Eltern und Lehrer besser motiviert werden um eine bessere Leistung zu erreichen.,1
 Zufall half beim bestehen:,1
"Aha, das finde ich einen super Vorschlag, den würde ich ergänzen, und zwar dass man ihm auch die Gründe gibt, warm er sich nicht beeinflussen lassen soll. Man könnte ihn ganz konkret darüber aufklären, wie sich Fremdattribution die internal und stabil ist auf jemanden auswirken und welche Vorteile es hat, eine internal variable Attribution zu haben.",1
 seinen Misserfolg in Mathe,1
 external,1
Michael erklärt seine Misserfolge,1
"also ohne Veränderungen wird der Typ die Schwierigkeiten nicht überwinden, weil der ganze Misserfolg als stabil angesehen wird",1
"Ja, beziehungsweise der Schüler selbst, denn bevor er das Gespräch mit seinen Eltern hatte, hat er selbst seine Begabungen in Frage gestellt.",0
"Interessant is auch, wie du schon gesagt hast, wie Fremdattribution in diesem Fall von statten geht. Die Eltern attribuieren seine Probleme durch internal-stabile Faktoren, wie der Begabung. Ich würde eventuell sogar soweit gehen zu sagen, seine Eltern sehen dies als genetische Veranlagung. Die Lehrerin allerdings versucht, Michael dahin zu bewegen, dass er seine schlechte Leistung in Mathematik internal-variabel seiner Anstrengung zuschreibt. Laut 52 ist es ja günstig, Misserfolge auf variable Ursachen wie Anstrengung zurückzuführen.",1
" Frau Weber versucht ihm klarzumachen, dass seine Misserfolge",1
"denn sie führt seine Leistungen auf mangelnde Anstrengung zurück, ",0
Michaels Misserfolge ,1
"Du hast gerade geschrieben, dass er seine Leistung internal variabel attribuieren sollte, das heißt auf seine mangelnde Anstrengung zurückführen. Dem stimme ich zu.",1
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar dass man ihn aufklären sollte, wie sich Fremdattribution auswirkt.",0
"Du hast gerade geschrieben, dass er sich wahrscheinlich nicht so viel Mühe gibt, weil er schon denkt, dass es an seinem fehlenden Talent liegt. Das sehe ich auch so. Ich bin der Meinung, dass er seinen Misserfolg internal variabel attribuieren sollte, damit er die Ursache für seine schlechten Noten in seiner niedrigen Anstrengungsbereitschaft sucht, sofern wir davon ausgehen, dass er sich momentan nicht so sehr anstrengt.",1
"Für euch zur Info: In den Reitern über dem Chat findet ihr den Fall, die Aufgabenbeschreibung und die Attributionstheorie. Falls ihr Fragen habt, könnt ihr sie jederzeit stellen.",0
ATTRIBUTIONEN WIRKEN SICH FOLGENDERMAßEN AUF DAS LERNEN AUS,0
lehrerin sollte versuchen durch eine günstigere fremdattribution ihren schüler zu motivieren,0
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar, dass die Eltern Michael dahingehend unterstützen sollten, Misserfolge auf variable Ursachen zurückzuführen und von der Stabilität wegzukommen.",1
lehrerin sollte versuchen durch eine günstigere fremdattribution ihren schüler zu motivieren,0
"Information aus dem Fall, die wir noch nicht betrachtet haben, ist, dass man dem Jungen und den Eltern beibringt, den mangelnden Erfolg in Mathe auf mangelnde Anstrengung (internal, variabel) zurückzuführen und wenn man trotzdem mal schlecht ist auf externale, variable Faktoren, wie dass man mal Pech gehabt hat",1
Seid ihr beide einverstanden mit der gemeinsamen Erklärung oder möchre noch jemand etwas ergänzen?,0
"Der Vater sagt, dass er kein MAthe konnte.",0
"Ich denke, dass die hauptperson, in diesem Fall der Schüler die Schwierigkeit hat, durch sein Umfeld (Fremdattribution) negativ und vor allem einseitig beeinflusst zu werden, was gleichzeitig seinen Gedankenhorizont verkleinert und determiniert.",0
Eins und eins nicht zusammen zählen zu können brächte uns auch mit Taschenrechnern in unangenehme Situationen.,0
Peters Problem: Er schreibt schlechte Noten in Mathe und denkt er könne nichts daran ändern. Peter schreibt seine schlechten Noten hauptsächlich einer nicht vorhandenen Begabung in Mathe zu. Er erwartet das nächste Schuljahr nur knapp oder nicht zu meistern.,1
"Sollen wir nochmal unsere einzelnen Punkte zusammenfassen, damit wir dann ein gemeinsames Ergebnis formulieren können?",0
"Ein wichtiges Konzept, was man dabei beachten sollte, ist Misserfolge bewusst auf variable Ursachen zurückzuführen. So könnte die Lehrerin einreden, dass es ein Zufall gewesen wäre, dass er in der neunten schwache Leistung erbrachte und in der zehnten Klasse andere variable externe Faktoren vorkommen könnten.",1
Hallo,0
 Matheschwäche auf ,1
Die Eltern unterstützen die Ansicht ihres Sohns und grinsen und sehen das Ganze allgemein nicht so ernst.,0
"Michael ist schlecht in Mathe. Er ist über seine eigenen Fähigkeiten verunsichrt. Seine Lehrerin attribuiert seine Lesitugn auf seine mangelnde Anstrengung. Seine eltern attribuieren seine Leistung auf die generelle familliäre unfähigkeit im Bereich mathematik. Um sich klarer zu werden, ob er das nächste Schuljahr schaffen kann, auf das er ""gespannt"" ist, trotz der aktuellen schlechten Leistungen in Mathe, geht er auf eine neutrale außenstehende Person, den Schulpsychologen, zu.",0
Er schreibt seine schlechten Noten,1
"Sorry Birke, wenn man an der Arg. schreibt, kann man die Namen plötzlich nicht mehr lesen~ gelesen habe ich sie -Danke",0
Die Äußerung der Lehrerin auf dem fest ist dann bestimmt nicht sehr motivierend für Michi!,0
 indem sie seine Schwäche ,1
"Interessant is auch, wie du schon gesagt hast, wie Fremdattribution in diesem Fall von statten geht. Die Eltern attribuieren seine Probleme durch internal-stabile Faktoren, wie der Begabung. Ich würde eventuell sogar soweit gehen zu sagen, seine Eltern sehen dies als genetische Veranlagung. Die Lehrerin allerdings versucht, Michael dahin zu bewegen, dass er seine schlechte Leistung in Mathematik internal-variabel seiner Anstrengung zuschreibt. Laut 52 ist es ja günstig, Misserfolge auf variable Ursachen wie Anstrengung zurückzuführen.",1
Cie Fremdattribution wird von dem Schüler übernommen und wirkt sich negativ auf sein Lernverhalten aus.,0
"Eine neue Idee zu diesem Fall ist aber auch, dass der Junge am Ende doch eher davon ausgeht, dass er es nicht schaffen wird. Zumindest lässt der Wortlaut vom letzten Satz darauf schließen. Meiner Meinung nach ist er nämlich doch davon überzeugt, dass seine Fähigkeit zu lernen rein von seiner angeborenen Begabung abhängt und, dass Anstrengung nur eine sekundäre Rolle für ihn spielt. Hieran sieht man finde ich sehr schön, dass der Schüler und seine Familie im Gegensatz zur Lehrerin den Erfolg in dem Fach anders begründen.",1
Michael führt sein Versagen in Mathematik ,1
"Du hast gerade geschrieben, dass der Schüler die Situation nicht bewältigen kann, da er von seinem Umfeld genau dies suggeriert bekommt. Dem stimme ich teilweise zu. Hört der Schüler auf sein Umfeld, was ganz den Anschein macht, ist es fast unmöglich das nächste Schuljahr zu schaffen, da die ""Anstrengung"" keine bedachte Option ist. Aber",1
ein Misserfolg: letzte Klasse gerade noch geschafft,1
Internal-,0
"Aha, das finde ich einen super Vorschlag, den würde ich ergänzen, und zwar dass man ihm auch die Gründe gibt, warm er sich nicht beeinflussen lassen soll. Man könnte ihn ganz konkret darüber aufklären, wie sich Fremdattribution die internal und stabil ist auf jemanden auswirken und welche Vorteile es hat, eine internal variable Attribution zu haben.",1
"Denkt man das Versagen in der Mathe-Klausur auf sein eigenes Versagen zurückführen zu können und machen einem auch noch die Anderen den Vorwurf sich nicht genügend bemüht zu haben, hat man bald keine Lust mehr irgendetwas zu tun",0
Michael Peters beschreibt seine Matheleistungen an Hand der Attrbuntionstheorie als internal ,0
"Und jetzt ist er ja gespannt, was das nächste Schuljahr (10.) mit sich bringt, oder?",0
"Die Schwierigkeit der Hauptperson Michael ist, dass er keine guten Noten in Mathematik hat und diese seine Versetzung gefährden/gefährdet haben. Michael attribuiert seinen Misserfolg in Mathe internal stabil.  Stabil, weil das eine Fähigkeit darstellt und internal, weil es von Michael ausgeht. Michaels eigene Herangehensweise an Mathe ist demnach nicht förderlich für seinen Lernerfolg Michaels Eltern bestätigen Michael external in seiner ungünstige Selbstattribution. Unter anderem halten die Eltern sich und die ganze Familie für unbegabt in Mathe. Ein Reattributionstraining wäre interessant für die Lehrerin und die Eltern. Die Eltern sollten lernen Michael dabei zu unterstützen, Misserfolge auf variable Ursachen zurückzuführen",1
"wenn nicht, dann bin ich auch einverstanden",0
1. die eltern,0
bitte schlussanayse anschauen!,0
1.Hypothese zum Fall:,0
Diese ungünstigen Voraussetzungen,1
viel zu große beeinflussung der eltern,0
"Also sind wir uns einig, dass Michael und sein Umfeld ein Reattributionstraining benötigen, damit Michael seinen Misserfolg und seinen Erfolg künftig internal variabel attribuieren kann? Ich denke, dass die Art und Weise, wie seine Lehrerin und seine Eltern seinen Misserfolg beschreiben, für Michael nicht hilfreich ist.",1
"Information aus dem Fall, die wir noch nicht betrachtet haben, ist, dass man dem Jungen und den Eltern beibringt, den mangelnden Erfolg in Mathe auf mangelnde Anstrengung (internal, variabel) zurückzuführen und wenn man trotzdem mal schlecht ist auf externale, variable Faktoren, wie dass man mal Pech gehabt hat",1
"Die einen müssen eben mehr dafür tun, die anderen weniger",0
"Wenn michael es schafft, seine schlechten Leistungen als internal variabel auf seine Anstregnung zu attribuieren, dann kann ihn das für die zukunft motivieren, besser in mathe zu werden",1
wie wollen wir es machen?`,0
"Vielleicht könnte man es so formulieren: Michael führt seine Probleme in Mathematik auf seine mangelnde Begabung, also eine internal stabile Ursache, zurück. Seine Eltern bestärken ihn durch eine ebensolche Fremdattribution in seiner Ansicht. Michael Mathematiklehrerin versucht ihn durch Reattribution davon zu überzeugen, die Probleme auf mangelnde Anstrengung, also eine internal variable Ursache, zurückzuführen. Michael blickt mit einer großen Unsicherheit in die schulische Zukunft und ist sich nicht sicher, ob er die Schwierigkeiten bewältigen kann.",1
 für seinen Misserfolg verantwortlich.,1
"Ich würde sagen, es ist eine invariable Attribution",0
Misserfolg,1
"misserfolge in diversen schulaufgaben, nehme ich an",1
weil er seine Fähigkeiten als unveränderbar ansieht.,0
"Am motivationsförderlichsten wäre es, ihm internal variable Attributionsmuster beizubringen",1
Bitte kommt nun zusammen zu einer Erklärung und schreibt die gemeinsame Analyse am Ende in den Chat.,0
"Michael hat Schwierigkeiten in dem Fach Mathematik. Letztes Jahr hat er gerade so bestanden. Michael begründet seinen Misserfolg in Mathematik internal stabil, nämlich mit mangelnder Begabung. Dies führt dazu, dass er es aussichtslos sieht sich weiter anzustrengen. Unter genauerer Beobachtung sieht man, dass einerseits die Eltern, andererseits die Lehrkraft ihm seinen Misserfolg zuschreiben. Seine Eltern schreiben seinem Misserfolg in Mathematik external stabile Ursachen zu, nämlich, dass die ganze Familie schon immer unbegabt war. Michael übernimmt diese Ansicht, ist unmotiviert und nutzt das Verhalten seiner Eltern als Ausrede. Durch die Fremdattributionen seiner Eltern geht Michael nicht davon aus, die Schwierigkeit (Mathematik im neuen Schuljahr) bewältigen zu können. Die Lehrkraft hingegen interpretiert seinen Misserfolg internal variabel, als Faulheit",1
 (welche er nätürlich nicht dem ZUfall zuschieben darf) hat er dann auch mehr Motivation für weitere Gute NOten zu lernen,1
 als auch seine eigene negative Einstellung zu seinen mathematischen Fähigkeiten zurückzuführen.,0
Michael erklärt seine Misserfolge,1
"Du hast gerade geschrieben, dass der Schüler denkt er könnte das nicht. Wieso denkst du das?",0
(external)dass er es schon irgendwie schafft.,1
ich auch,0
"Michael scheint seine Misserfolge in Mathe internal und stabil zu attribuieren. Er sieht seine Fähigkeiten in Mathe als Ursache für seine schlechten Leistungen. Diese Selbstattribution wird gestützt von der Fremdattribution seiner Eltern, die auch seine Fähigkeiten als Ursache sehen. Die Fremdattribution seiner Lehrerin sieht anders aus, sie attribuiert seine schlechten Leistungen internal und variabel, nämlich auf seine (fehlende) Anstrengung. Mit seiner bisherigen Selbstattribution wird Michael sich kaum aus seiner Situation lösen können, da er sie als gegeben und nicht veränderbar ansieht. Eine höhere Anstrengung seinerseits ist somit auch nicht zu erwarten. Das Attributionsmuster seiner Lehrerin würde ihm zugute kommen, da er dann überhaupt erst eine Möglichkeit sieht, etwas zu verändern. Dieses Muster sollte daher Michael selbst und zudem auch seinen Eltern nahegebracht werden, damit der Wandel in der Attribution nicht nur aus Michael selbst kommt, sondern auch von seinen Eltern unterstützt wird.",1
"Am motivationsförderlichsten wäre es, ihm internal variable Attributionsmuster beizubringen",1
"Die Schwierigkeit der Hauptperson Michael ist, dass er keine guten Noten in Mathematik hat und diese seine Versetzung gefährden/gefährdet haben. Michael attribuiert seinen Misserfolg in Mathe internal stabil.  Stabil, weil das eine Fähigkeit darstellt und internal, weil es von Michael ausgeht. Michaels eigene Herangehensweise an Mathe ist demnach nicht förderlich für seinen Lernerfolg Michaels Eltern bestätigen Michael external in seiner ungünstige Selbstattribution. Unter anderem halten die Eltern sich und die ganze Familie für unbegabt in Mathe. Ein Reattributionstraining wäre interessant für die Lehrerin und die Eltern. Die Eltern sollten lernen Michael dabei zu unterstützen, Misserfolge auf variable Ursachen zurückzuführen",1
"variabler Faktor), ",1
Michaels Misserfolge ,1
2.Hypothese zum Fall:,0
1.Hypothese zum Fall:,0
 Matheschwäche auf ,1
